cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
21,Puebla,Pue.,169,Tepeyahualco,21169,19.493333333333336,-97.49222222222222,19206,7.267142857142857,NO,12975,10131,78.08092485549133,21.919075144508668,74.0264196260079,80.3394625176803,77.3211942257218,554,1490,88,173,1623,993,2535,275,370,1417,0,2135,4333,2062,Juntos Haremos Historia,4333,21.695785213700525,JHH
21,Puebla,Pue.,170,Tepeyahualco De Cuauhtemoc,21170,18.815,-97.87805555555556,3833,8.6,NO,2813,2100,74.65339495200854,25.34660504799146,57.2457966373098,66.097060833903,62.0206489675516,111,151,463,146,27,20,988,16,38,58,0,729,1163,112,Juntos Haremos Historia,1163,20.666666666666668,JHH
21,Puebla,Pue.,171,Tetela De Ocampo,21171,19.8175,-97.80722222222222,26553,6.966,NO,19804,14854,75.00504948495254,24.994950515047464,70.3639111731194,76.9261006289308,73.9202215476381,319,4730,84,595,609,131,7419,169,144,117,0,5134,8625,430,Juntos Haremos Historia,8625,23.502086979938063,JHH
21,Puebla,Pue.,172,Teteles De Avila Castillo,21172,19.860277777777775,-97.45722222222224,6638,10.75,NO,4608,3511,76.19357638888889,23.80642361111111,69.4117647058823,81.3677313677314,76.0518535365022,209,179,22,92,1063,80,1263,172,122,161,0,410,2420,455,Juntos Haremos Historia,2420,55.96696097977784,JHH
21,Puebla,Pue.,173,Teziutlan,21173,19.81888888888889,-97.36055555555556,101544,10.183414634146342,SI,75420,43267,57.368072129408645,42.631927870591355,61.2823183433403,69.6722568769813,65.855629877369,9355,3017,659,1578,2325,6891,12704,1154,1177,2585,0,13035,16609,4916,Juntos Haremos Historia,16609,8.260336977373056,JHH
21,Puebla,Pue.,174,Tianguismanalco,21174,18.97861111111111,-98.44805555555556,13291,7.53,NO,8614,5890,68.37706059902484,31.622939400975156,32.9326923076923,37.749255099702,35.5248550635253,617,525,51,1169,948,317,1696,103,70,130,0,1194,3814,303,Juntos Haremos Historia,3814,44.48217317487266,JHH
21,Puebla,Pue.,175,Tilapa,21175,18.593055555555555,-98.55583333333333,9664,7.94,NO,6983,4930,70.60002864098524,29.399971359014756,50,58.6559734513274,54.6029411764706,193,1130,69,64,123,336,2347,168,183,96,0,1394,2534,447,Juntos Haremos Historia,2534,23.123732251521297,JHH
21,Puebla,Pue.,176,Tlacotepec De Benito Juarez,21176,18.684444444444445,-97.65333333333334,54663,6.830952380952381,NO,36707,21006,57.226142152722915,42.773857847277085,62.6750092925288,74.406024607552,68.9953711640665,2709,2343,180,359,1354,294,7632,1487,201,2878,0,5235,9348,4566,Juntos Haremos Historia,9348,19.58011996572408,JHH
21,Puebla,Pue.,177,San Sebastian Tlacotepec,21177,18.40583333333333,-96.85,13878,5.715,NO,8747,6906,78.95278381159254,21.04721618840746,67.0801033591731,71.5713621571362,69.4444444444444,212,631,109,2512,594,1642,712,215,33,19,0,953,3819,267,Juntos Haremos Historia,3819,31.523313061106283,JHH
21,Puebla,Pue.,178,Tlacuilotepec,21178,20.326944444444443,-98.06916666666666,15150,6.311,NO,12092,8849,73.18061528283162,26.819384717168376,71.8363794604004,80.6829594911282,76.3461046164349,153,4643,121,64,2116,52,1282,67,66,37,0,4918,3465,170,Va por México,4918,16.41993445587072,V x M
21,Puebla,Pue.,179,Tlachichuca,21179,19.116111111111113,-97.41916666666668,31425,7.37,NO,22325,16174,72.44792833146695,27.55207166853305,62.584398047159,70.1998505790064,66.5945414310302,1555,1406,244,2859,2335,3878,2765,99,85,385,0,3206,7963,569,Juntos Haremos Historia,7963,25.256584642018055,JHH
21,Puebla,Pue.,180,Tlahuapan,21180,19.33111111111111,-98.58166666666666,41615,7.993333333333333,NO,29549,18368,62.161156045889875,37.838843954110125,59.065197975588,70.8609271523179,65.1868824287555,2185,2529,945,975,2654,1102,3554,2444,307,592,0,5661,7187,3343,Juntos Haremos Historia,7187,8.307926829268293,JHH
21,Puebla,Pue.,181,Tlaltenango,21181,19.17138888888889,-98.34555555555556,7425,8.62,SI,4947,3235,65.39316757630887,34.60683242369113,64.795008912656,70.3915171288744,67.717206132879,641,267,325,151,400,44,1050,27,38,105,0,1236,1603,170,Juntos Haremos Historia,1603,11.34466769706337,JHH
21,Puebla,Pue.,182,Tlanepantla,21182,18.865833333333335,-97.88555555555556,5363,8.235,NO,3516,2513,71.47326507394767,28.526734926052328,70.9369024856597,82.8789531079607,77.3729062591831,52,394,23,493,182,142,1102,13,43,10,0,470,1779,66,Juntos Haremos Historia,1779,52.089136490250695,JHH
21,Puebla,Pue.,183,Tlaola,21183,20.13861111111111,-97.92305555555556,21101,6.055555555555555,NO,15071,11543,76.5908035299582,23.40919647004181,69.3690993556122,78.7503330668798,74.3352845757811,4894,3582,139,129,245,293,1335,56,62,165,0,8618,1712,283,Va por México,8618,59.82846746946201,V x M
21,Puebla,Pue.,184,Tlapacoya,21184,20.12472222222222,-97.85111111111112,6366,6.04,NO,5095,4279,83.98429833169774,16.015701668302256,78.7762088147197,90.6534325889165,84.8159831756046,1837,32,43,13,11,75,2118,14,43,14,0,1913,2143,71,Juntos Haremos Historia,2143,5.375087637298434,JHH
21,Puebla,Pue.,185,Tlapanala,21185,18.697777777777777,-98.53666666666666,10344,6.724,NO,6887,4637,67.32975170611296,32.67024829388704,57.3576455534229,64.9986099527384,61.4457831325301,240,1128,63,147,181,562,1558,54,319,146,0,1435,1887,519,Juntos Haremos Historia,1887,9.747681690748328,JHH
21,Puebla,Pue.,186,Tlatlauquitepec,21186,19.852777777777774,-97.49527777777776,55646,8.366,NO,39811,26421,66.36607972670869,33.63392027329131,60.279728329688,71.9960765080922,66.6057621014723,2394,5755,382,567,1972,1498,6955,2958,714,1941,0,8534,9499,5613,Juntos Haremos Historia,9499,3.6523977139396693,JHH
21,Puebla,Pue.,187,Tlaxco,21187,20.42527777777778,-98.02916666666668,4934,6.4925,NO,3985,3494,87.67879548306148,12.321204516938522,80.4244031830239,83.8776568170036,82.1709491347666,412,101,17,1354,8,12,1386,21,48,73,0,532,2749,142,Juntos Haremos Historia,2749,63.45163136805953,JHH
21,Puebla,Pue.,188,Tochimilco,21188,18.89388888888889,-98.57277777777776,19315,6.757272727272727,NO,12945,8497,65.63924295094631,34.36075704905369,66.8672627235213,78.0315074432721,72.9328621908127,1367,1171,1587,516,398,497,1646,137,273,191,0,4125,2562,601,Va por México,4125,18.394727550900317,V x M
21,Puebla,Pue.,189,Tochtepec,21189,18.841944444444444,-97.8236111111111,22851,8.267142857142858,NO,14713,9492,64.51437504247944,35.48562495752056,65.2416356877323,77.5398987933048,71.9339123067147,697,895,1517,115,370,71,4474,158,597,242,0,3111,4962,997,Juntos Haremos Historia,4962,19.50063211125158,JHH
21,Puebla,Pue.,190,Totoltepec De Guerrero,21190,18.223333333333333,-97.85555555555555,1187,7.92,NO,970,815,84.02061855670104,15.979381443298962,83.5680751173709,84.3984962406015,84.0292275574113,131,135,3,30,58,8,375,15,6,7,0,269,466,28,Juntos Haremos Historia,466,24.171779141104295,JHH
21,Puebla,Pue.,191,Tulcingo,21191,18.045833333333334,-98.44111111111113,9970,5.975714285714286,NO,7476,4444,59.44355270197966,40.55644729802034,58.3741712309023,65.2955665024631,62.1065214503918,64,1832,48,801,51,48,1301,24,67,34,0,1945,2156,125,Juntos Haremos Historia,2156,4.747974797479748,JHH
21,Puebla,Pue.,192,Tuzamapan De Galeana,21192,20.066944444444445,-97.57555555555555,5924,7.663333333333333,NO,4678,3799,81.20991876870457,18.79008123129543,78.9903846153846,85.610278372591,82.4915062287656,123,107,1108,63,990,153,761,31,14,115,0,1340,1817,160,Juntos Haremos Historia,1817,12.555935772571729,JHH
21,Puebla,Pue.,193,Tzicatlacoyan,21193,18.841666666666665,-98.04638888888888,6468,7.1275,NO,5202,3556,68.35832372164552,31.64167627835448,62.9418935392117,71.9586840091813,67.5862068965517,102,1030,13,31,525,182,1035,141,221,20,0,1147,1591,382,Juntos Haremos Historia,1591,12.4859392575928,JHH
21,Puebla,Pue.,194,Venustiano Carranza,21194,20.506666666666668,-97.66805555555555,28477,8.001875,NO,20725,12652,61.04704463208685,38.95295536791315,65.0117478802738,75.0270465200144,70.3318806570567,1582,2432,186,126,801,394,5806,641,193,56,0,4201,6734,890,Juntos Haremos Historia,6734,20.02055011065444,JHH
21,Puebla,Pue.,195,Vicente Guerrero,21195,18.53888888888889,-97.20333333333332,26411,5.514545454545455,NO,17845,13088,73.342673017652,26.657326982347996,42.5029058504456,48.3913911692922,45.6704660738796,3047,5032,63,492,1605,43,1197,863,79,28,0,8145,3298,970,Va por México,8145,37.03392420537897,V x M
21,Puebla,Pue.,196,Xayacatlan De Bravo,21196,18.236666666666668,-97.97583333333334,1555,7.825,NO,1428,1142,79.97198879551821,20.028011204481786,74.42218798151,81.7715019255456,78.4313725490196,26,259,230,51,11,26,393,56,10,21,0,518,456,87,Va por México,518,5.42907180385289,V x M
21,Puebla,Pue.,197,Xicotepec,21197,20.274166666666662,-97.955,79541,8.586896551724138,NO,58144,35462,60.98995597138139,39.01004402861861,57.7150872817955,71.295799221581,65.0122593206894,3787,8992,700,2297,1517,863,11162,2237,535,1198,0,13480,14978,3970,Juntos Haremos Historia,14978,4.224240031583103,JHH
21,Puebla,Pue.,198,Xicotlan,21198,18.059444444444445,-98.52555555555556,1312,6.555,NO,1109,951,85.75293056807935,14.24706943192065,81.8540433925049,86.0627177700349,84.0888066604995,277,145,8,6,7,235,214,3,5,1,0,431,227,9,Va por México,431,20.60988433228181,V x M
21,Puebla,Pue.,199,Xiutetelco,21199,19.797222222222224,-97.32444444444444,42776,6.656666666666666,NO,28302,18612,65.7621369514522,34.237863048547794,66.6257367387033,80.1546029515109,73.9053164939878,4962,4241,96,509,1668,497,5365,210,211,224,0,9301,7544,645,Va por México,9301,9.440146142273802,V x M
21,Puebla,Pue.,200,Xochiapulco,21200,19.821944444444444,-97.65944444444445,3460,7.045,NO,2813,1996,70.95627444009955,29.04372555990045,70.2788844621514,79.8679867986799,75.5234657039711,31,516,13,32,25,394,685,13,64,15,0,562,744,92,Juntos Haremos Historia,744,9.118236472945892,JHH
21,Puebla,Pue.,201,Xochiltepec,21201,18.651666666666664,-98.34333333333332,3376,6.465,NO,2490,1560,62.65060240963856,37.34939759036144,57.8014184397163,74.7844827586207,67.1825396825397,439,116,218,32,21,72,471,12,19,20,0,775,525,51,Va por México,775,16.025641025641026,V x M
21,Puebla,Pue.,202,Xochitlan De Vicente Suarez,21202,19.968888888888888,-97.62916666666666,12466,6.449999999999999,NO,8962,6285,70.1294353938853,29.870564606114694,59.3242197575445,72.7253032928943,66.6077946544213,1718,1892,41,81,153,88,1686,129,124,28,0,3656,1922,281,Va por México,3656,27.589498806682577,V x M
21,Puebla,Pue.,203,Xochitlan Todos Santos,21203,18.705277777777777,-97.77583333333334,7185,6.87,NO,4816,3433,71.28322259136213,28.716777408637867,71.6294859359845,81.0236220472441,76.8144285093438,100,575,48,818,78,765,782,14,102,27,0,724,1680,143,Juntos Haremos Historia,1680,26.653073113894553,JHH
21,Puebla,Pue.,204,Yaonahuac,21204,19.872222222222224,-97.46555555555555,7178,9.2275,NO,5857,4652,79.42632747140173,20.573672528598262,66.073546856465,76.1936339522546,71.5779981965735,152,344,682,255,831,226,1603,102,83,110,0,1181,2692,295,Juntos Haremos Historia,2692,32.48065348237317,JHH
21,Puebla,Pue.,205,Yehualtepec,21205,18.79361111111111,-97.66194444444444,26495,7.286666666666666,NO,17381,10632,61.17024336919626,38.82975663080374,59.15946886683,73.4178648250877,66.7510548523207,785,1512,248,379,388,337,5701,303,176,195,0,2547,6470,674,Juntos Haremos Historia,6470,36.89804364183597,JHH
21,Puebla,Pue.,206,Zacapala,21206,18.591944444444444,-98.06527777777778,4659,6.205,NO,3330,2331,70,30,61.0865445356917,74.6666666666667,68.1680773881499,294,741,10,61,405,23,633,26,43,10,0,1046,1102,79,Juntos Haremos Historia,1102,2.4024024024024024,JHH
21,Puebla,Pue.,207,Zacapoaxtla,21207,19.871666666666663,-97.58833333333332,57616,7.945185185185185,NO,39813,23594,59.26205008414337,40.73794991585663,55.3860486782345,65.6991201224178,61.0486793047314,1743,5310,468,1978,1551,2638,6191,709,554,719,0,7524,9722,1982,Juntos Haremos Historia,9722,9.315927778248707,JHH
21,Puebla,Pue.,208,Zacatlan,21208,19.933333333333337,-97.96055555555556,86521,8.802666666666667,NO,62623,34244,54.6827842805359,45.3172157194641,48.162540246475,57.0151179941003,52.9992445227902,2710,8752,517,1522,802,453,10007,821,2947,3996,0,11981,12334,7764,Juntos Haremos Historia,12334,1.0308375189814274,JHH
21,Puebla,Pue.,209,Zapotitlan,21209,18.33194444444445,-97.47444444444444,8577,6.384444444444444,NO,6922,5131,74.12597515169026,25.874024848309745,44.4178900648686,47.3066666666667,46.0398263213056,168,1418,92,1326,72,47,1223,152,383,10,0,1681,2623,545,Juntos Haremos Historia,2623,18.358994348080298,JHH
21,Puebla,Pue.,210,Zapotitlan De Mendez,21210,20.003055555555555,-97.7152777777778,5675,7.473333333333334,NO,4848,3833,79.06353135313532,20.93646864686468,54.5407636738906,57.725527831094,56.1909497762307,46,1366,20,13,49,28,1658,78,31,452,0,1435,1721,561,Juntos Haremos Historia,1721,7.461518392903731,JHH
21,Puebla,Pue.,211,Zaragoza,21211,19.772777777777776,-97.55666666666666,17090,9.643333333333333,NO,12183,8111,66.57637691865715,33.42362308134285,67.1181782489203,75.5999380709088,71.8601229117978,589,914,126,1035,1010,480,2902,132,318,195,0,1631,4950,645,Juntos Haremos Historia,4950,40.91973862655653,JHH
21,Puebla,Pue.,212,Zautla,21212,19.71611111111111,-97.6725,21161,6.6725,NO,14816,12187,82.25566954643628,17.74433045356372,75.4452926208651,83.5171883016932,79.9133768815677,127,465,64,4047,581,209,5320,78,155,789,0,658,9950,1022,Juntos Haremos Historia,9950,73.25839008779847,JHH
21,Puebla,Pue.,213,Zihuateutla,21213,20.249166666666667,-97.88555555555556,12292,6.512857142857143,NO,10148,7958,78.41939298383917,21.580607016160823,68.7580575848732,79.4177941779418,74.2131766680655,1311,283,80,60,121,3106,2531,63,105,54,0,1675,2715,222,Movimiento Ciudadano,3106,4.913294797687861,JHH
21,Puebla,Pue.,214,Zinacatepec,21214,18.334722222222226,-97.245,18359,7.255,NO,11944,8095,67.77461486939049,32.22538513060951,70.9215798511734,81.728,76.7992341832739,1528,493,65,89,209,395,4432,350,194,79,0,2087,4732,623,Juntos Haremos Historia,4732,32.674490426189,JHH
21,Puebla,Pue.,215,Zongozotla,21215,19.97972222222222,-97.72666666666667,4539,6.77,NO,3617,2944,81.39341996129389,18.606580038706113,82.8892835997632,86.1915367483296,84.5911047345768,527,514,15,21,54,311,1000,156,66,25,0,1058,1078,247,Juntos Haremos Historia,1078,0.6793478260869565,JHH
21,Puebla,Pue.,216,Zoquiapan,21216,20.011111111111113,-97.59555555555556,2507,5.925,NO,1907,1568,82.2233875196644,17.7766124803356,75.9852216748768,83.0677290836653,79.9008810572687,288,464,10,85,394,11,256,9,6,2,0,765,737,17,Va por México,765,1.7857142857142858,V x M
21,Puebla,Pue.,217,Zoquitlan,21217,18.336388888888887,-97.01805555555556,20358,5.2524999999999995,NO,13460,9720,72.21396731054978,27.786032689450224,46.9313421963213,52.1185227598053,49.8356976837381,286,2082,3757,143,333,211,824,628,230,174,0,6128,1301,1032,Va por México,6128,49.660493827160494,V x M
22,Querétaro,Qro.,001,Amealco De Bonfil,22001,20.185555555555556,-100.1438888888889,67151,7.255142857142857,NO,50118,30377,60.61095813879245,39.38904186120755,61.2834521714974,73.5029015927892,67.7524784834949,10154,9666,196,718,224,520,6672,317,370,381,0,20016,7614,1068,Va por México,20016,40.826941435954836,V x M
22,Querétaro,Qro.,002,Arroyo Seco,22002,21.547222222222224,-99.68833333333332,13382,6.832727272727273,NO,11422,7539,66.00420241638942,33.99579758361058,60.7768052516411,78.705903856699,69.730716567777307,2686,1845,40,69,66,102,2134,57,73,61,0,4571,2269,191,Va por México,4571,30.534553654330814,V x M
22,Querétaro,Qro.,003,Cadereyta De Montes,22003,20.693333333333335,-99.81333333333332,69283,7.697419354838709,NO,53009,27911,52.65332302061913,47.34667697938087,53.2498634511155,65.4794625133608,59.6575794547673,9199,7530,148,1883,151,244,5538,337,274,1546,0,16877,7572,2157,Va por México,16877,33.338110422414104,V x M
22,Querétaro,Qro.,004,Colon,22004,20.78638888888889,-100.04583333333332,67684,7.915217391304348,NO,47563,27542,57.90635578075395,42.09364421924605,56.7501296741642,70.6417539499379,63.9063535974759,9118,8346,154,1250,164,387,4272,733,307,1617,0,17618,5686,2657,Va por México,17618,43.32292498729213,V x M
22,Querétaro,Qro.,005,Corregidora,22005,20.536944444444448,-100.4425,212563,12.28532258064516,SI,156115,82508,52.85078307657817,47.14921692342183,60.3269153006314,67.2083764292495,63.9278750268763,47485,6775,836,2786,1285,1606,16722,949,722,1396,0,55096,20793,3067,Va por México,55096,41.57536238910166,V x M
22,Querétaro,Qro.,006,Ezequiel Montes,22006,20.663888888888888,-99.89361111111111,44618,8.18235294117647,NO,32235,20484,63.54583527221964,36.45416472778036,57.30218112515,67.5924200062131,62.7750974819906,9171,4018,269,635,330,389,3112,606,376,590,0,13458,4079,1572,Va por México,13458,45.78695567272017,V x M
22,Querétaro,Qro.,007,Huimilpan,22007,20.375,-100.27472222222222,36950,7.372857142857143,SI,30108,14770,49.05672910854258,50.94327089145742,40.3556872915895,62.0561005941689,51.5856841503093,4628,2981,349,2722,101,251,1418,323,748,470,0,7958,4241,1541,Va por México,7958,25.165876777251185,V x M
22,Querétaro,Qro.,008,Jalpan De Serra,22008,21.216666666666665,-99.4725,27700,7.385333333333333,NO,21895,12644,57.74834437086093,42.25165562913907,55.7424944589966,72.5101866767744,64.3830265149665,4409,2622,104,270,277,246,3110,112,181,207,0,7135,3657,500,Va por México,7135,27.507118000632712,V x M
22,Querétaro,Qro.,009,Landa De Matamoros,22009,21.181944444444447,-99.32027777777778,18794,6.706428571428571,NO,16438,10270,62.47718700571846,37.52281299428154,54.1640258587907,72.5212819228843,63.3998866284563,4110,3295,49,109,71,74,1833,74,71,107,0,7454,2013,252,Va por México,7454,52.979552093476144,V x M
22,Querétaro,Qro.,010,El Marques,22010,20.60666666666667,-100.33,231603,9.001764705882353,SI,138737,72963,52.59087337912741,47.40912662087259,54.2394692960197,64.9293903803132,59.6816386091042,33892,13281,643,1806,1243,1031,16129,1008,742,1327,0,47816,19178,3077,Va por México,47816,39.2500308375478,V x M
22,Querétaro,Qro.,011,Pedro Escobedo,22011,20.502222222222223,-100.1475,77449,8.736666666666666,NO,55403,29299,52.88341786545855,47.11658213454145,61.3204907877383,74.0135073607528,67.831909220079,11860,4052,328,1012,230,439,7450,530,856,1613,0,16240,8692,2999,Va por México,16240,25.76197139834124,V x M
22,Querétaro,Qro.,012,Peñamiller,22012,21.051944444444445,-99.815,19107,7.161428571428571,NO,15007,11084,73.85886586259745,26.141134137402545,66.0947249007374,82.2163145375682,74.2094513698148,5435,527,14,3389,26,45,1142,93,38,16,0,5976,4557,147,Va por México,5976,12.802237459400938,V x M
22,Querétaro,Qro.,013,Pinal De Amoles,22013,21.134166666666665,-99.62527777777775,26796,7.013888888888888,NO,20101,12680,63.08143873439133,36.91856126560867,53.6209232051683,69.1611591255719,61.4862083161795,6246,3600,488,154,197,104,881,86,59,216,0,10334,1232,361,Va por México,10334,71.78233438485805,V x M
22,Querétaro,Qro.,014,Queretaro,22014,20.5875,-100.39277777777778,1049744,11.254693396226417,SI,785595,384435,48.93552021079565,51.06447978920435,54.9953426366658,61.6463250051444,58.4269105188846,191091,37478,3598,10848,3716,7601,106564,4599,3575,5636,0,232167,121131,13810,Va por México,232167,28.882906082952903,V x M
22,Querétaro,Qro.,015,San Joaquin,22015,20.915277777777774,-99.56444444444443,8056,6.86,NO,7094,4277,60.29038624189455,39.70961375810545,55.7957393483709,72.2691523448879,64.3320754716981,1703,393,17,1186,22,33,617,16,27,22,0,2113,1825,65,Va por México,2113,6.733691840074819,V x M
22,Querétaro,Qro.,016,San Juan Del Rio,22016,20.387777777777774,-99.99388888888888,297312,10.131057692307692,NO,218494,100953,46.20401475555393,53.79598524444607,55.1354029062087,64.6102005555609,60.0575239889911,40626,13436,901,3219,1013,1940,31153,2090,1446,2255,0,54963,35389,5791,Va por México,54963,19.389220726476676,V x M
22,Querétaro,Qro.,017,Tequisquiapan,22017,20.520555555555553,-99.89583333333334,72365,9.630333333333333,NO,55519,33957,61.16284515211009,38.83715484788991,61.4631405754645,73.5778333088343,67.786921409526,10578,7230,1553,1027,330,635,7161,801,2128,1149,0,19361,8521,4078,Va por México,19361,31.922725800276822,V x M
22,Querétaro,Qro.,018,Toliman,22018,20.90861111111111,-99.92888888888888,27910,7.933571428571429,NO,21516,15179,70.54749953522959,29.45250046477041,64.0645023494233,77.6718466965392,71.253714803808,4438,1661,217,558,241,794,4344,314,1533,468,0,6316,5143,2315,Va por México,6316,7.7277818038078925,V x M
23,Quintana Roo,Q. Roo,001,Benito Juarez,23001,21.16055555555555,-86.8475,911484,10.324230019493177,SI,630987,245654,38.9317054075599,61.0682945924401,51.3098187595939,58.4635930540678,54.80497748151,43166,15996,7909,19253,4639,7680,95614,12071,2909,25933,0,67072,119508,40913,Juntos Haremos Historia,119508,21.34546964429645,JHH
23,Quintana Roo,Q. Roo,011,Puerto Morelos,23011,20.85361111111111,-86.87527777777777,26921,7.385,SI,21716,11189,51.52422177196537,48.47577822803463,59.8691154739286,68.4228301249578,64.0082802200795,1351,418,206,2559,832,425,1263,1686,363,1480,0,1977,4656,3529,Juntos Haremos Historia,4656,10.072392528376083,JHH
23,Quintana Roo,Q. Roo,002,Cozumel,23002,20.516666666666666,-86.94166666666668,88627,10.068181818181818,NO,70987,38876,54.76495696395115,45.23504303604885,52.1319930838437,58.8176322265091,55.4146778042959,3409,11928,585,1055,743,477,17784,598,415,639,0,15923,19582,1652,Juntos Haremos Historia,19582,9.411976540796378,JHH
23,Quintana Roo,Q. Roo,008,Solidaridad,23008,20.6275,-87.08111111111111,333799,10.510432432432433,NO,229306,80806,35.23937446032812,64.76062553967188,44.8969715019638,50.8752319663147,47.6569819582851,16315,4954,1500,3118,2359,5073,30800,1865,1674,9248,0,22772,36281,12787,Juntos Haremos Historia,36281,16.717817983813084,JHH
23,Quintana Roo,Q. Roo,009,Tulum,23009,20.211944444444445,-87.46583333333334,46721,9.822380952380952,NO,35739,21607,60.45776322784633,39.54223677215367,54.6081813701331,62.3740043701981,58.2300535849305,2973,1890,2071,414,1643,270,10141,923,166,230,0,6936,12199,1319,Juntos Haremos Historia,12199,24.357846994029714,JHH
23,Quintana Roo,Q. Roo,003,Felipe Carrillo Puerto,23003,19.578611111111112,-88.04527777777777,83694,8.447714285714286,NO,55894,36950,66.10727448384442,33.89272551615558,62.9618021547502,72.4553417740887,67.7653479910196,1200,9178,1818,930,2386,832,17729,753,354,559,0,12200,21048,1666,Juntos Haremos Historia,21048,23.945872801082544,JHH
23,Quintana Roo,Q. Roo,004,Isla Mujeres,23004,21.235555555555557,-86.76277777777777,22705,9.24,SI,21729,13456,61.92645772930185,38.07354227069815,61.2151898734177,68.4484590860786,64.7446201711174,5783,1088,214,842,332,223,3586,432,161,231,0,7089,4762,824,Va por México,7089,17.293400713436384,V x M
23,Quintana Roo,Q. Roo,005,Jose Maria Morelos,23005,19.416666666666668,-88.82916666666667,39165,7.657727272727273,NO,27940,21985,78.68647100930566,21.313528990694337,78.625125939704,85.9084802023236,82.2311785881985,899,1498,2337,881,732,2460,11257,480,331,490,0,4737,12872,1301,Juntos Haremos Historia,12872,37.00250170570844,JHH
23,Quintana Roo,Q. Roo,006,Lazaro Cardenas,23006,21.102777777777774,-87.48777777777778,29171,7.926,NO,21981,16346,74.36422364769574,25.635776352304266,71.835781690826,81.8728694605976,76.7787488273342,5736,372,130,1383,893,162,6021,465,147,422,0,6242,8300,1034,Juntos Haremos Historia,8300,12.590236143398997,JHH
23,Quintana Roo,Q. Roo,007,Othon P. Blanco,23007,18.503611111111113,-88.30527777777777,233648,10.111375,SI,174372,79889,45.81526850641158,54.18473149358842,56.9240045282276,62.9384957784294,59.9973524120128,9088,9307,1854,1136,1432,4163,36972,1769,4516,6063,0,20251,39544,12348,Juntos Haremos Historia,39544,24.149757788932142,JHH
23,Quintana Roo,Q. Roo,010,Bacalar,23010,18.6667,-88.3833,42050,7.410357142857143,NO,31916,19204,60.17044742448928,39.82955257551072,61.1015147488706,68.3169004304958,64.629591906023,1807,5070,415,501,3634,492,5384,261,206,855,0,7295,9521,1322,Juntos Haremos Historia,9521,11.59133513851281,JHH
24,San Luis Potosí,SLP,001,Ahualulco,24001,22.40138888888889,-101.16638888888887,19212,7.380714285714285,NO,14796,9410,63.59826980264936,36.40173019735064,59.3754691487765,75.5781683626272,67.9926904694968,1901,1139,462,3093,405,365,752,126,73,112,0,3503,4253,311,Juntos Haremos Historia,4253,7.970244420828905,JHH
24,San Luis Potosí,SLP,002,Alaquines,24002,22.129444444444445,-99.60055555555554,7785,6.867894736842105,NO,6418,4562,71.08133374883141,28.918666251168588,61.6161616161616,78.356518925914,69.754639823844,937,1937,11,752,67,21,487,40,37,15,0,2888,1309,92,Va por México,2888,34.612012275317845,V x M
24,San Luis Potosí,SLP,003,Aquismon,24003,21.621111111111112,-99.02111111111113,48220,6.981538461538461,NO,34347,26395,76.84805077590474,23.15194922409526,66.4084011013639,74.4407955883264,70.4906159465928,6304,1832,168,4066,377,105,2517,109,9455,120,0,8306,6961,9684,Otros,9684,5.220685735934836,V x M
24,San Luis Potosí,SLP,004,Armadillo De Los Infante,24004,22.243333333333336,-100.65583333333332,4018,6.22,NO,4027,3020,74.99379190464366,25.006208095356342,70.196671709531,79.4541709577755,74.7770700636943,270,1504,45,680,102,15,187,43,9,10,0,1821,971,62,Va por México,1821,28.14569536423841,V x M
24,San Luis Potosí,SLP,005,Cardenas,24005,21.996666666666663,-99.6438888888889,18303,8.338000000000001,NO,14725,9350,63.497453310696095,36.502546689303905,57.7883472057075,68.3824528045634,63.3241075864027,2183,615,132,3002,983,98,1485,98,126,215,0,2933,5474,439,Juntos Haremos Historia,5474,27.176470588235293,JHH
24,San Luis Potosí,SLP,006,Catorce,24006,23.68888888888889,-100.8877777777778,9580,6.961578947368421,NO,7153,5339,74.64001118411855,25.35998881588145,75.1787246211038,81.0070671378092,78.0501958508632,1392,842,42,1232,190,707,426,100,46,36,0,2277,1851,182,Va por México,2277,7.979022288818131,V x M
24,San Luis Potosí,SLP,007,Cedral,24007,23.822777777777777,-100.73555555555556,19969,7.620588235294117,NO,14545,8637,59.381230663458226,40.618769336541774,55.1144811180494,64.7041971064317,59.9985408915153,374,1281,78,2782,299,1303,1361,159,108,379,0,1734,4445,646,Juntos Haremos Historia,4445,31.38821350005789,JHH
24,San Luis Potosí,SLP,008,Cerritos,24008,22.4275,-100.27833333333334,21912,7.464814814814815,NO,17735,10208,57.5585001409642,42.4414998590358,54.4350842418236,62.8646010668483,58.8343303915181,1674,1646,123,3205,266,148,2475,42,69,64,0,3447,5948,175,Juntos Haremos Historia,5948,24.50039184952978,JHH
