cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
15,Estado de México,Méx.,122,Valle De Chalco Solidaridad,15122,19.291666666666668,-98.9388888888889,391584,9.10617391304348,SI,271792,134524,49.495202213457354,50.504797786542646,53.9344675091673,66.5468875925146,60.4370051576062,4006,15244,24594,11039,3012,4479,60359,2112,2004,2821,0,43845,74414,6937,Juntos Haremos Historia,74414,22.72382623175047,JHH
15,Estado de México,Méx.,026,Chalco,15026,19.264722222222225,-98.8975,398534,9.510281690140843,SI,260731,118102,45.29649332070218,54.70350667929782,54.9565830651915,67.2932868934587,61.4426248698728,6596,31411,4175,6261,2631,4408,53376,1867,1280,1945,0,42184,62268,5092,Juntos Haremos Historia,62268,17.00563919323974,JHH
15,Estado de México,Méx.,027,Chapa De Mota,15027,19.814444444444444,-99.52694444444444,31551,7.951428571428572,NO,22275,16147,72.48933782267115,27.510662177328857,76.2150146509043,83.7429807603793,80.1541425818882,4532,3910,110,1085,178,388,4562,151,700,106,0,8553,5828,957,Va por México,8553,16.87619991329659,V x M
15,Estado de México,Méx.,028,Chapultepec,15028,19.200833333333332,-99.5611111111111,12607,10.625,SI,8461,5218,61.671197258007325,38.328802741992675,69.1717385551733,77.3143683702989,73.4325722215214,280,1600,49,791,783,190,1234,31,21,129,0,1930,2811,181,Juntos Haremos Historia,2811,16.883863549252588,JHH
15,Estado de México,Méx.,029,Chiautla,15029,19.548055555555557,-98.88194444444444,31630,9.755833333333332,SI,22357,14405,64.43172160844478,35.568278391555225,73.2964267740312,80.636908962597,77.2084058107282,923,4686,115,377,1047,192,5535,183,94,737,0,5724,6960,1014,Juntos Haremos Historia,6960,8.580354043734815,JHH
15,Estado de México,Méx.,030,Chicoloapan,15030,19.415277777777774,-98.90111111111112,198639,10.028714285714283,SI,137954,70867,51.37002189135509,48.62997810864491,52.9635575533794,63.4156115951494,58.3944533135898,2530,25876,2194,2432,1269,1108,27871,1840,690,2906,0,30600,31575,5436,Juntos Haremos Historia,31575,1.3758166706647663,JHH
15,Estado de México,Méx.,031,Chiconcuac,15031,19.558333333333337,-98.8925,29818,10.27125,SI,20711,12207,58.939693882477904,41.060306117522096,68.2481751824817,73.4687953555878,70.9938425525418,949,2228,491,483,182,186,5215,997,900,273,0,3668,5880,2170,Juntos Haremos Historia,5880,18.120750389120996,JHH
15,Estado de México,Méx.,032,Chimalhuacan,15032,19.4375,-98.95416666666668,722554,9.125617283950618,SI,481294,212388,44.12853681949079,55.87146318050921,50.6410792818424,63.270984957732,57.2547517234201,5773,82174,2814,3798,3407,3766,97938,2844,1260,2729,0,90764,105145,6833,Juntos Haremos Historia,105145,6.771098178804829,JHH
15,Estado de México,Méx.,060,Nezahualcoyotl,15060,19.4,-98.9888888888889,1059762,10.43354411764706,SI,871179,454009,52.11431864174871,47.88568135825129,56.9747368319534,65.2075088066662,61.2612321080825,30601,73998,25987,8464,6547,91615,186514,6399,2736,7271,0,130587,201525,16406,Juntos Haremos Historia,201525,15.624800389419592,JHH
15,Estado de México,Méx.,033,Donato Guerra,15033,19.308333333333337,-100.14222222222224,37008,6.51,NO,25463,17431,68.45619133644897,31.543808663551033,33.1975920679887,37.2917174672844,35.3320055934574,340,7064,2292,955,607,132,4759,180,119,112,0,9700,6321,411,Va por México,9700,19.385003728988583,V x M
15,Estado de México,Méx.,034,Ecatepec De Morelos,15034,19.609722222222224,-99.06,1677480,10.322939597315436,SI,1265220,599566,47.388280299078424,52.611719700921576,58.1163089549328,67.3094385407208,62.8920728484247,51779,165986,26589,16827,9756,15923,266688,8927,5402,11328,0,244357,293275,25657,Juntos Haremos Historia,293275,8.158901605494641,JHH
15,Estado de México,Méx.,035,Ecatzingo,15035,18.95583333333333,-98.75277777777778,10828,8.782499999999999,SI,7391,5735,77.59437153294547,22.405628467054527,68.5784767190873,85.1965430722052,77.3060029282577,527,2492,125,747,43,165,993,49,174,271,0,3144,1783,494,Va por México,3144,23.731473408892764,V x M
15,Estado de México,Méx.,036,Huehuetoca,15036,19.834166666666665,-99.20333333333332,163244,8.639142857142858,SI,103945,46469,44.70537303381596,55.29462696618404,47.2247676397434,58.7762841134238,53.0693197374236,8797,5811,552,8414,507,673,14747,550,278,4503,0,15160,23668,5331,Juntos Haremos Historia,23668,18.308980180335276,JHH
15,Estado de México,Méx.,037,Hueypoxtla,15037,19.906388888888888,-99.07666666666668,46831,8.3475,SI,32256,20862,64.67633928571429,35.32366071428571,60.1937800664002,71.4358810361369,65.9768375337238,2997,6423,1180,1318,364,187,5304,138,73,2114,0,10600,6986,2325,Va por México,10600,17.32336305243984,V x M
15,Estado de México,Méx.,038,Huixquilucan,15038,19.36111111111111,-99.35083333333333,284306,10.941447368421052,SI,202852,131946,65.04545185652594,34.95454814347406,64.4286339509151,72.8290975498402,68.8404484324048,64703,27251,2417,2018,1781,1411,25994,849,616,1801,0,94371,29793,3266,Va por México,94371,48.942749306534495,V x M
15,Estado de México,Méx.,039,Isidro Fabela,15039,19.55777777777778,-99.41666666666669,12478,8.702,SI,8386,6081,72.51371333174338,27.486286668256625,70.2511773940345,78.7570888468809,74.7206357089645,758,1902,209,407,57,618,1621,151,177,38,0,2869,2087,366,Va por México,2869,12.85972701858247,V x M
15,Estado de México,Méx.,040,Ixtapaluca,15040,19.31861111111111,-98.8822222222222,543046,10.453628318584071,SI,364119,176856,48.57093422754649,51.42906577245351,48.1480579272377,57.267890852926,52.9252442415824,8647,59699,2705,5788,2375,5984,74004,2245,1454,8538,0,71051,82170,12237,Juntos Haremos Historia,82170,6.2870357805220065,JHH
15,Estado de México,Méx.,041,Ixtapan De La Sal,15041,18.844166666666663,-99.67527777777778,36756,8.743157894736843,NO,28128,17048,60.60864618885097,39.39135381114903,59.5800097672147,69.9029813752567,65.1001628356118,1429,4964,341,1532,295,911,5587,333,664,424,0,6737,7417,1421,Juntos Haremos Historia,7417,3.988737681839512,JHH
15,Estado de México,Méx.,042,Ixtapan Del Oro,15042,19.261388888888888,-100.26277777777776,5436,7.058,NO,5266,4536,86.13748575769084,13.86251424230916,36.6251944012442,40.3301886792453,38.4675527756059,433,1832,94,24,564,22,1344,31,32,9,0,2361,1932,72,Va por México,2361,9.457671957671957,V x M
15,Estado de México,Méx.,043,Ixtlahuaca,15043,19.56888888888889,-99.76694444444443,160572,8.6466,NO,113943,71190,62.47860772491509,37.52139227508491,54.105022922464,62.8543635352974,58.7896092783601,1526,26716,513,3396,1567,6464,25314,1001,1166,1638,0,28760,30278,3805,Juntos Haremos Historia,30278,2.132321955330805,JHH
15,Estado de México,Méx.,044,Xalatlaco,15044,19.18111111111111,-99.41638888888887,29083,8.838571428571429,SI,19077,11529,60.43403050794151,39.56596949205849,51.866729678639,57.799671592775,55.0417398945518,748,3400,76,685,548,231,3968,124,700,621,0,4224,5201,1445,Juntos Haremos Historia,5201,8.474282244774049,JHH
15,Estado de México,Méx.,045,Jaltenco,15045,19.748611111111114,-99.09444444444443,28325,10.187142857142856,SI,20262,12067,59.55483170466884,40.44516829533116,62.5583668150722,71.9338495363732,67.5444839857651,1195,2350,172,471,496,459,4639,386,1103,431,0,3719,5607,1920,Juntos Haremos Historia,5607,15.64597663047982,JHH
15,Estado de México,Méx.,125,Tonanitla,15125,19.688055555555557,-99.05305555555556,14883,10.353333333333332,SI,9319,6215,66.69170511857494,33.308294881425056,57.7823514278364,66.2967430639325,62.1762948207171,250,744,117,149,93,621,2528,603,484,450,0,1114,2771,1537,Juntos Haremos Historia,2771,19.855189058728882,JHH
15,Estado de México,Méx.,046,Jilotepec,15046,19.951944444444443,-99.53277777777778,84822,8.815,NO,69452,45571,65.61510107700282,34.38489892299718,68.191027496382,76.7688121154756,72.6591991125218,1575,14767,421,8382,573,619,14908,695,1029,1565,0,16768,23867,3289,Juntos Haremos Historia,23867,15.577889447236181,JHH
15,Estado de México,Méx.,047,Jilotzingo,15047,19.53888888888889,-99.39694444444446,19474,9.351,SI,15761,10758,68.25709028614936,31.742909713850636,61.9834710743802,71.3549052468738,66.8635875402793,3395,3500,297,351,72,106,1909,523,78,250,0,7192,2332,851,Va por México,7192,45.17568321249303,V x M
15,Estado de México,Méx.,048,Jiquipilco,15048,19.557222222222222,-99.6075,76480,8.109333333333334,NO,54702,36047,65.89704215567987,34.10295784432013,54.1607067732436,65.6435463316949,60.3161901044208,722,12580,512,773,1215,5717,7592,4797,621,423,0,13815,9581,5841,Va por México,13815,11.74577634754626,V x M
15,Estado de México,Méx.,049,Jocotitlan,15049,19.70722222222222,-99.78666666666666,69351,9.682758620689656,NO,50327,34429,68.41059471059272,31.58940528940728,67.885349188038,78.2546959308694,73.3019687625829,2655,13996,206,872,575,592,12767,963,459,549,0,16861,14217,1971,Va por México,16861,7.679572453454936,V x M
15,Estado de México,Méx.,050,Joquicingo,15050,19.04861111111111,-99.53111111111112,14298,8.592,NO,10504,7606,72.41051028179741,27.589489718202582,72.4656084656085,82.1708317791869,77.624665410925,107,2312,95,1572,104,1119,1821,59,33,179,0,2517,3498,271,Juntos Haremos Historia,3498,12.897712332369181,JHH
15,Estado de México,Méx.,051,Juchitepec,15051,19.099722222222223,-98.87916666666666,27114,9.07,SI,18457,12366,66.99897058026765,33.00102941973235,59.5171997585999,74.6573124662709,67.5099715099715,832,3073,530,1841,135,1225,3910,162,152,144,0,4435,5886,458,Juntos Haremos Historia,5886,11.73378618793466,JHH
15,Estado de México,Méx.,052,Lerma,15052,19.284722222222225,-99.51194444444444,162496,9.768367346938776,SI,113543,68629,60.44318011678394,39.55681988321606,67.5971087735794,74.1817580722183,70.9953837549883,8704,26460,509,1784,1808,810,24395,710,733,926,0,35673,27987,2369,Va por México,35673,11.199347214734296,V x M
15,Estado de México,Méx.,053,Malinalco,15053,18.948333333333338,-99.49472222222222,29282,7.555625,NO,20223,14014,69.29733471789547,30.702665282104533,64.2616538085407,75.5413631374114,70.1414898044112,426,3067,1127,2896,188,156,3780,1085,541,248,0,4621,6869,1874,Juntos Haremos Historia,6869,16.04110175538747,JHH
15,Estado de México,Méx.,054,Melchor Ocampo,15054,19.704722222222223,-99.13916666666668,61220,10.155625,SI,42087,24654,58.578658493121395,41.421341506878605,60.5228480340064,69.372751446895,65.1322891419028,3622,2662,181,2175,206,2493,10157,917,441,1125,0,6465,12538,2483,Juntos Haremos Historia,12538,24.632919607365945,JHH
15,Estado de México,Méx.,055,Metepec,15055,19.25111111111111,-99.60472222222222,242328,12.386046511627908,SI,187414,119436,63.728430106608904,36.271569893391096,65.9984717877695,72.0610022689363,69.2443379428552,27392,38038,2032,2700,6726,6359,26691,1870,2706,2436,0,67465,36119,7012,Va por México,67465,26.245018252453196,V x M
15,Estado de México,Méx.,056,Mexicaltzingo,15056,19.209166666666665,-99.58583333333333,13807,10.21,SI,9703,5772,59.48675667319385,40.51324332680615,57.5750733799955,67.2079207920792,62.7070366072371,364,1702,114,271,342,284,1645,308,347,201,0,2182,2261,856,Juntos Haremos Historia,2261,1.3686763686763688,JHH
15,Estado de México,Méx.,057,Morelos,15057,19.784444444444446,-99.67083333333332,32536,7.476111111111111,NO,23724,17031,71.78806272129489,28.211937278705108,68.8185862580326,77.744322092223,73.5912415474493,750,6898,131,977,160,3835,3080,329,107,238,0,7782,4218,674,Va por México,7782,20.926545710762728,V x M
15,Estado de México,Méx.,058,Naucalpan De Juarez,15058,19.475277777777777,-99.23777777777778,830378,11.05353711790393,SI,698549,349493,50.031279122867545,49.968720877132455,57.066130589977,65.8859730641054,61.6422911082624,108189,67263,4908,7865,6769,16209,109212,8296,3865,5804,0,180362,123848,17965,Va por México,180362,16.170280949833042,V x M
15,Estado de México,Méx.,059,Nextlalpan,15059,19.740277777777777,-99.0725,56914,9.484,SI,31281,11915,38.09021450720885,61.90978549279115,57.9608156737305,67.1533871533872,62.8560747663551,489,2123,222,451,215,446,6022,808,189,578,0,2837,6690,1575,Juntos Haremos Historia,6690,32.33738984473353,JHH
15,Estado de México,Méx.,061,Nicolas Romero,15061,19.625,-99.31416666666668,429486,9.66059405940594,SI,297556,156926,52.738308083184336,47.261691916815664,57.7269465637676,68.3327917242126,63.2375598877171,26278,43593,2209,4502,2231,5642,56451,3540,4592,3758,0,72080,63189,11890,Va por México,72080,5.665727795266559,V x M
15,Estado de México,Méx.,062,Nopaltepec,15062,19.781944444444445,-98.7125,11187,9.186,SI,8017,6146,76.66209305226394,23.33790694773606,71.4913485306235,78.4207818930041,75.0697303758799,1824,1985,113,60,131,39,1201,71,483,45,0,3922,1395,599,Va por México,3922,41.11617312072893,V x M
15,Estado de México,Méx.,063,Ocoyoacac,15063,19.272222222222226,-99.46194444444444,68908,10.346363636363636,SI,51261,31519,61.487290532763694,38.512709467236306,61.2071593432914,65.7483156881617,63.5712645357941,2843,8741,829,4724,298,653,10105,932,369,1218,0,12413,15127,2519,Juntos Haremos Historia,15127,8.610679272819569,JHH
15,Estado de México,Méx.,064,Ocuilan,15064,18.979444444444443,-99.41638888888887,33534,8.008461538461539,NO,22116,16256,73.50334599385062,26.496654006149384,68.1697612732095,76.7800453514739,72.727709223604,317,3005,1028,1318,952,397,4745,3560,122,86,0,4350,7015,3768,Juntos Haremos Historia,7015,16.3939468503937,JHH
15,Estado de México,Méx.,065,El Oro,15065,19.800833333333333,-100.13138888888888,36937,8.354705882352942,NO,27153,17641,64.96888005008654,35.03111994991346,59.4401041666667,69.8027757487217,64.9010701362691,2047,5918,161,967,350,1892,5016,150,93,524,0,8129,6337,767,Va por México,8129,10.158154299642877,V x M
15,Estado de México,Méx.,066,Otumba,15066,19.696944444444444,-98.75472222222224,38536,9.08611111111111,SI,27994,18178,64.93534328784739,35.06465671215261,60.849358974359,71.5077365958978,66.4644549763033,2801,7026,735,1516,191,125,4630,181,459,106,0,10562,6337,746,Va por México,10562,23.242380899988998,V x M
15,Estado de México,Méx.,067,Otzoloapan,15067,19.11694444444445,-100.295,4891,6.925,NO,4171,3096,74.22680412371135,25.773195876288653,65.7022865142324,72.7405247813411,69.1502023327779,62,829,658,32,38,24,862,26,15,436,0,1550,932,477,Va por México,1550,19.96124031007752,V x M
15,Estado de México,Méx.,068,Otzolotepec,15068,19.431944444444447,-99.55777777777776,98829,9.15,SI,59686,35457,59.40589082867004,40.59410917132996,61.6600038073482,69.9006005384138,65.982367530187,5018,8785,3433,774,626,2159,11894,959,356,523,0,17237,13297,1838,Va por México,17237,11.11205121696703,V x M
15,Estado de México,Méx.,069,Ozumba,15069,19.039166666666667,-98.7936111111111,29802,9.444615384615384,SI,21236,14098,66.38726690525523,33.61273309474477,63.2760319719698,73.7481315396114,68.9267530372536,447,3865,480,577,259,365,5491,1355,418,444,0,4792,6327,2217,Juntos Haremos Historia,6327,10.888069229677969,JHH
15,Estado de México,Méx.,070,Papalotla,15070,19.563333333333333,-98.85722222222222,4862,10.745,SI,4024,3109,77.26143141153081,22.738568588469192,78.1545302946081,84.7449470644851,81.6868712922363,220,986,15,243,36,18,1388,89,18,33,0,1221,1668,140,Juntos Haremos Historia,1668,14.377613380508201,JHH
15,Estado de México,Méx.,071,La Paz,15071,19.360555555555557,-98.98,304505,9.765421686746988,SI,203926,100072,49.07270284318822,50.92729715681178,54.0449571965065,65.2588690264788,59.9113349813948,4009,40723,2688,3717,2371,2249,31352,1928,1221,6583,0,47423,37444,9732,Va por México,47423,9.971820289391639,V x M
15,Estado de México,Méx.,072,Polotitlan,15072,20.22305555555555,-99.81472222222222,16375,8.447,NO,11855,7781,65.63475326866302,34.36524673133698,67.8540399652476,78.6406117247239,73.307560137457,270,3378,56,1906,268,420,1019,116,92,42,0,3707,3194,250,Va por México,3707,6.592982907081352,V x M
15,Estado de México,Méx.,073,Rayon,15073,19.14638888888889,-99.57972222222222,12624,10.14,SI,9440,7124,75.46610169491525,24.533898305084747,74.7161778618732,83.8681318681319,79.46001367054,218,2274,96,88,1040,889,1807,403,67,67,0,2589,2939,537,Juntos Haremos Historia,2939,4.912970241437395,JHH
15,Estado de México,Méx.,074,San Antonio La Isla,15074,19.163055555555555,-99.5672222222222,32954,10.665,SI,18745,11646,62.12856761803147,37.87143238196853,67.5332752829954,73.1548154815482,70.4850239262716,896,3502,150,289,619,339,3784,1216,84,545,0,4550,4693,1845,Juntos Haremos Historia,4693,1.2278894040872403,JHH
15,Estado de México,Méx.,075,San Felipe Del Progreso,15075,19.7125,-99.95111111111112,144837,7.500212765957447,NO,95039,62248,65.49732215195867,34.50267784804133,58.787215943614,70.0676601220373,64.8717632966516,1331,24486,752,1292,993,13819,15735,630,603,464,0,26572,18020,1697,Va por México,26572,13.738594011052564,V x M
15,Estado de México,Méx.,124,San Jose Del Rincon,15124,19.66055555555555,-100.1525,100082,6.454186046511628,NO,69764,37969,54.42491829596927,45.57508170403073,47.8218717683557,59.8741312971635,54.0894355601743,4763,14913,1092,7597,382,394,6397,383,272,349,0,20770,14376,1004,Va por México,20770,16.840053728041298,V x M
15,Estado de México,Méx.,076,San Martin De Las Piramides,15076,19.702777777777776,-98.83388888888888,27950,9.592142857142855,SI,21118,14606,69.16374656690975,30.83625343309025,68.5011091158762,78.4292890262751,73.6868661385539,2724,4634,344,542,184,112,4152,855,639,112,0,7702,4881,1606,Va por México,7702,19.313980555935917,V x M
15,Estado de México,Méx.,077,San Mateo Atenco,15077,19.27027777777778,-99.53333333333332,97122,10.45,SI,68280,42556,62.32571763327475,37.67428236672525,65.0354281173432,70.7119889756546,67.9844726919834,3526,12605,457,1154,739,5056,13356,1331,777,2668,0,16589,15251,4776,Va por México,16589,3.144092489895667,V x M
15,Estado de México,Méx.,078,San Simon De Guerrero,15078,19.02111111111111,-100.00416666666666,6798,8.375,NO,5261,4165,79.16745865804981,20.83254134195019,59.0851334180432,63.8727202173069,61.5836371000405,57,1278,760,27,28,21,1404,379,37,74,0,2098,1459,490,Va por México,2098,15.342136854741897,V x M
15,Estado de México,Méx.,079,Santo Tomas,15079,19.18166666666667,-100.25888888888888,8547,7.569,NO,7536,5746,76.24734607218684,23.752653927813157,64.573732718894,73.9864864864865,69.3337129840547,231,1609,954,93,239,57,2293,41,48,10,0,2797,2625,99,Va por México,2797,2.9933867037939437,V x M
15,Estado de México,Méx.,080,Soyaniquilpan De Juarez,15080,20.015,-99.53027777777778,17074,8.622857142857143,NO,10851,8578,79.05262187816791,20.947378121832088,80.2962662337662,88.2742943739345,84.4224551778191,3186,1479,51,2369,23,45,1062,42,72,53,0,4720,3458,167,Va por México,4720,14.712054091862905,V x M
15,Estado de México,Méx.,081,Sultepec,15081,18.857222222222223,-99.9652777777778,24147,6.560869565217391,NO,19826,13644,68.81872288913547,31.181277110864528,62.0213228894691,74.4412720291425,68.5410098713112,369,2922,751,6249,58,78,2558,76,58,41,0,4044,8865,175,Juntos Haremos Historia,8865,35.334212840809144,JHH
15,Estado de México,Méx.,082,Tecamac,15082,19.713055555555556,-98.96833333333332,545448,11.051117021276596,SI,346325,196762,56.814264058326714,43.185735941673286,61.1789160905235,71.5582075443831,66.6226667658214,34672,57025,1982,8091,2850,4852,76340,2393,1162,2999,0,93680,87283,6554,Va por México,93680,3.2511358900600724,V x M
15,Estado de México,Méx.,083,Tejupilco,15083,18.90583333333333,-100.1527777777778,79282,7.6,NO,59069,34155,57.82220792632346,42.17779207367654,55.6023029229407,66.9190691212226,61.4322012668647,959,13766,1726,569,443,193,13023,851,358,1110,0,16452,14035,2319,Va por México,16452,7.076562728736642,V x M
15,Estado de México,Méx.,123,Luvianos,15123,18.92,-100.29833333333332,28822,6.581111111111111,NO,22999,13038,56.68942127918605,43.31057872081395,54.9473305122895,63.6681383370125,59.2611128804768,467,6934,531,270,142,107,3642,183,109,67,0,7935,4054,359,Va por México,7935,29.7668354042031,V x M
15,Estado de México,Méx.,084,Temamatla,15084,19.201666666666664,-98.87027777777776,14653,9.858,SI,10799,6893,63.829984257801655,36.170015742198345,60.1743007701662,75.9660125429901,68.0773514224967,250,1355,184,826,85,903,1804,369,607,278,0,1791,2715,1254,Juntos Haremos Historia,2715,13.404903525315538,JHH
15,Estado de México,Méx.,085,Temascalapa,15085,19.826944444444443,-98.90111111111112,43593,9.076666666666666,SI,29908,19521,65.2701618296108,34.7298381703892,65.8736059479554,78.0899635282993,72.2749150622877,6195,5166,112,851,463,121,5628,143,284,131,0,11473,6944,558,Va por México,11473,23.20065570411352,V x M
15,Estado de México,Méx.,086,Temascalcingo,15086,19.91472222222222,-100.00361111111113,66363,7.767714285714286,NO,50937,35897,70.47332979955631,29.52667020044369,65.959245417334,77.1253080865381,71.900826446281,723,10980,700,6817,357,351,12982,551,415,1028,0,12407,20156,1994,Juntos Haremos Historia,20156,21.58676212496866,JHH
15,Estado de México,Méx.,087,Temascaltepec,15087,19.043333333333337,-100.04138888888887,35320,7.763913043478261,NO,25412,15845,62.35243192192665,37.64756807807335,61.8484030980768,71.0592227518785,66.624769565946,3139,4646,319,954,159,128,4782,163,391,687,0,8107,5895,1241,Va por México,8107,13.960239823288104,V x M
15,Estado de México,Méx.,088,Temoaya,15088,19.46861111111111,-99.59333333333332,98069,7.901923076923077,SI,72314,38223,52.85698481621816,47.14301518378184,51.7200474495848,61.66982385705,57.0072115384615,3282,10273,809,1621,1377,3407,12647,2327,648,514,0,14365,15645,3489,Juntos Haremos Historia,15645,3.3487690657457554,JHH
15,Estado de México,Méx.,089,Tenancingo,15089,18.960833333333333,-99.59055555555555,104685,8.990555555555556,NO,73314,38351,52.31060916059689,47.68939083940311,56.5763485989384,70.0702702702703,63.7700997060688,1456,11114,493,4124,558,1888,12182,3208,438,1724,0,13064,16865,5370,Juntos Haremos Historia,16865,9.911084456728638,JHH
15,Estado de México,Méx.,090,Tenango Del Aire,15090,19.1575,-98.85805555555557,11361,9.812,SI,8935,6401,71.63961947397873,28.36038052602127,65.4376724354151,77.4201018990273,71.6676700782661,363,1647,77,1363,111,251,1762,139,326,176,0,2087,3236,641,Juntos Haremos Historia,3236,17.95032026245899,JHH
15,Estado de México,Méx.,091,Tenango Del Valle,15091,19.102500000000003,-99.58888888888887,94407,9.13111111111111,SI,62584,32793,52.39837658187396,47.60162341812604,58.1435823060189,69.17668766304,64.0204019385231,1293,8165,2816,2088,3450,2172,9737,740,294,989,0,12276,15277,2023,Juntos Haremos Historia,15277,9.15134327447931,JHH
15,Estado de México,Méx.,092,Teoloyucan,15092,19.74416666666667,-99.18111111111112,87975,9.6788,SI,67061,35170,52.444789072635366,47.555210927364634,57.1881397345308,66.8108375297352,62.1594445774479,5123,5803,939,1567,678,2277,13836,823,644,1294,0,11865,16081,2761,Juntos Haremos Historia,16081,11.987489337503554,JHH
15,Estado de México,Méx.,093,Teotihuacan,15093,19.689722222222223,-98.86083333333332,59226,9.838260869565218,SI,46841,25938,55.374565017826264,44.625434982173736,59.4260568325453,71.7852629744215,65.8271270593546,3822,8099,270,465,722,1598,7184,1087,1315,593,0,12191,8374,2995,Va por México,12191,14.715860899067007,V x M
15,Estado de México,Méx.,094,Tepetlaoxtoc,15094,19.573055555555555,-98.82027777777778,32487,9.6475,SI,22614,14657,64.81383213938268,35.18616786061732,65.4926829268293,75.0778539015927,70.5058401973102,2555,4404,99,456,202,185,4936,115,161,1225,0,7058,5596,1501,Va por México,7058,9.974756089240636,V x M
15,Estado de México,Méx.,095,Tepetlixpa,15095,19.02583333333333,-98.82055555555556,20573,9.155,SI,14706,9866,67.08826329389365,32.91173670610635,59.0168878166466,69.5187888618545,64.5545260156807,215,1298,506,1147,72,1232,3479,196,485,888,0,2019,4698,1569,Juntos Haremos Historia,4698,27.153861747415366,JHH
15,Estado de México,Méx.,096,Tepotzotlan,15096,19.71611111111111,-99.22361111111113,81832,10.078846153846154,SI,61533,36045,58.578323826239576,41.421676173760424,60.3170028818444,68.6254913718436,64.6335975630863,3829,5399,595,2666,434,6046,12186,846,2183,706,0,9823,15286,3735,Juntos Haremos Historia,15286,15.15605493133583,JHH
15,Estado de México,Méx.,097,Tequixquiac,15097,19.909444444444443,-99.14472222222224,38897,9.256153846153849,SI,28646,18491,64.55002443622146,35.44997556377854,63.4713201345958,75.8737969462335,69.9150312053538,4829,3512,609,322,201,1025,5367,132,100,1655,0,8950,5890,1887,Va por México,8950,16.548591206532908,V x M
15,Estado de México,Méx.,098,Texcaltitlan,15098,18.929722222222225,-99.93722222222225,18141,8.2025,NO,13926,9804,70.40068935803532,29.59931064196468,53.647859922179,60.8721186316253,57.4389398258726,472,2292,1951,587,204,91,3719,99,78,54,0,4718,4510,231,Va por México,4718,2.1215830273357814,V x M
15,Estado de México,Méx.,099,Texcalyacac,15099,19.13111111111111,-99.50138888888888,5835,10.06,SI,4376,3425,78.26782449725776,21.732175502742237,76.8167860798362,86.2242562929062,81.7830393814931,71,983,310,422,72,32,1283,50,68,23,0,1364,1777,141,Juntos Haremos Historia,1777,12.058394160583942,JHH
15,Estado de México,Méx.,100,Texcoco,15100,19.505555555555556,-98.88194444444444,275240,10.660238095238094,SI,206452,105480,51.09177920291399,48.90822079708601,59.509367984804,68.1555197814528,64.0504019964028,7636,23683,2418,18212,1047,1883,42893,1810,614,2091,0,33737,62152,4515,Juntos Haremos Historia,62152,26.93875616230565,JHH
15,Estado de México,Méx.,101,Tezoyuca,15101,19.591388888888886,-98.9125,47323,9.613,SI,32553,17013,52.262464289005614,47.737535710994386,56.2495497442547,66.0953122971043,61.4281323634873,4208,3815,493,719,178,340,5883,376,219,277,0,8516,6780,872,Va por México,8516,10.203961676365132,V x M
15,Estado de México,Méx.,102,Tianguistenco,15102,19.180555555555557,-99.46833333333332,89101,9.6856,SI,57554,35565,61.79414115439413,38.20585884560587,63.2445830335012,70.2046978687546,66.9501822600243,2060,11675,437,6010,1253,582,10726,345,367,1007,0,14172,17989,1719,Juntos Haremos Historia,17989,10.73246168986363,JHH
15,Estado de México,Méx.,103,Timilpan,15103,19.872777777777777,-99.73583333333332,17624,8.24,NO,13507,10763,79.68460798104687,20.315392018953133,69.9688881611266,77.3108008817046,73.8382899628253,295,5036,168,703,190,242,3276,83,255,293,0,5502,4174,631,Va por México,5502,12.338567313945926,V x M
15,Estado de México,Méx.,104,Tlalmanalco,15104,19.204444444444444,-98.8025,49675,10.492857142857142,SI,38126,23312,61.144625714735355,38.855374285264645,58.358926812308,70.2488687782805,64.6587658357172,840,3817,2197,2519,242,3774,6828,1048,604,636,0,6854,9589,2288,Juntos Haremos Historia,9589,11.732155113246396,JHH
15,Estado de México,Méx.,105,Tlalnepantla De Baz,15105,19.53666666666667,-99.19472222222224,671599,11.119526315789471,SI,564991,302542,53.54810961590538,46.45189038409462,58.033681284561,66.0170791204493,62.1740453342776,76501,71329,5837,7346,5025,8154,109124,3524,1964,5507,0,153668,121498,10995,Va por México,153668,10.633234393902335,V x M
15,Estado de México,Méx.,106,Tlatlaya,15106,18.61694444444445,-100.20722222222224,31833,7.2615625,NO,25906,18314,70.69404771095499,29.30595228904501,68.7863964593524,74.0192337047779,71.4252723143836,176,4445,5626,178,289,58,6654,142,188,34,0,10247,7121,364,Va por México,10247,17.06890903134214,V x M
15,Estado de México,Méx.,107,Toluca,15107,19.292222222222225,-99.6538888888889,911310,11.471644736842103,SI,675652,366135,54.18987881335362,45.81012118664638,64.2275280898876,71.5523896413783,68.1352727545022,55718,114663,5825,12687,5958,9772,130013,9195,4904,7904,0,176207,148659,22003,Va por México,176207,7.524000710120584,V x M
