cvegeo,year,ingreso,ponderador
15093,2020,15140.1732527241,8422
15094,2020,12909.87165803956,5115
15095,2020,18846.08505038107,27116
15096,2020,13876.56275279933,10664
15097,2020,11482.6113190977,4586
15098,2020,11780.36465612453,1450
15099,2020,17478.50492725003,72078
15100,2020,10842.5912750145,12202
15101,2020,13720.89961992407,20101
15102,2020,14416.93389246253,4487
15103,2020,15216.37846617917,12817
15104,2020,23154.93785840573,199795
15105,2020,9036.220157499267,8561
15106,2020,18736.75205020907,239734
15107,2020,13482.48967809417,3602
15108,2020,16164.00983226783,42774
15109,2020,18348.51497558233,145951
15110,2020,14038.00005489377,16129
15111,2020,9460.4269098067,12510
15112,2020,11661.5033981639,12925
15113,2020,10990.60076390013,17531
15114,2020,10683.69467430737,24242
15115,2020,13509.5465610372,13112
15116,2020,11614.94616348903,1380
15117,2020,10700.67150062617,3562
15118,2020,15324.58986621953,48807
15119,2020,10036.8777366409,4556
15120,2020,17096.95763028723,78021
15121,2020,21477.69788734033,160806
15122,2020,12739.34035847083,104414
15123,2020,9484.100097616234,7302
15124,2020,8668.391171288167,21812
15125,2020,12836.94576785967,3958
16001,2020,14899.4497095394,2926
16002,2020,12150.87880598903,4312
16003,2020,15863.94723170067,5815
16004,2020,12381.01583724107,4157
16005,2020,11508.6040493679,2652
16006,2020,15300.13978823197,34303
16007,2020,14058.8142496439,884
16008,2020,8923.9130455363,5788
16009,2020,13918.5645401199,9346
16010,2020,12388.87767483,5754
16011,2020,14611.07985478357,3133
16012,2020,12441.39331008047,12695
16013,2020,9416.987778291767,2523
16014,2020,12976.21630544593,4709
16015,2020,13376.00192788467,5299
16016,2020,15011.7857828898,5915
16017,2020,12150.096376708,9145
16018,2020,11525.95012394033,2407
16019,2020,16567.04692762084,5917
16020,2020,11764.58647376747,7362
16021,2020,9919.128951653767,3591
16022,2020,12626.62656539603,5618
16023,2020,17501.26810607797,3033
16024,2020,12198.28651890267,4819
16025,2020,11687.78695647167,9518
16026,2020,8897.0487890516,1320
16027,2020,11753.1770895707,1462
16028,2020,15039.96228431903,1686
16029,2020,8862.923828202134,3159
16030,2020,15151.55460446297,3658
16031,2020,11389.60541053727,4609
16032,2020,11629.82491065717,3946
16033,2020,12257.84881475587,6178
16034,2020,13840.2538004147,31174
16035,2020,11438.16476168323,8397
16036,2020,14474.31209678713,3415
16037,2020,13152.6198485998,2512
16038,2020,13762.2194206536,12188
16039,2020,13310.3037496483,2236
16040,2020,12857.17290684443,4650
