cvegeo,year,ingreso,ponderador
07107,2022,9192.680735502334,16820
07108,2022,14333.22900937793,29270
07109,2022,13429.89990420067,8748
07110,2022,7405.804378133933,1831
07111,2022,8915.208024209767,9128
07112,2022,6383.733311865833,6960
07113,2022,7167.196055526633,1653
07114,2022,12071.99314766317,5473
07115,2022,10520.62935628033,2951
07116,2022,8617.259523207067,2897
07117,2022,6799.979338483733,1829
07118,2022,8097.696515598567,1311
07119,2022,7148.856643758267,911
07120,2022,10697.47328631303,805
07121,2022,9091.596498148434,1847
07122,2022,10209.82681866563,4265
07123,2022,10068.57313852153,2839
07124,2022,11041.3949760708,5809
07125,2022,9822.8401501641,2344
08001,2022,29321.34757644474,4227
08002,2022,21316.4244532323,8238
08003,2022,20497.7690002467,2746
08004,2022,18756.44612017093,7102
08005,2022,21479.7129653873,7923
08006,2022,18789.32939112747,2002
08007,2022,11597.68720672207,4314
08008,2022,8928.576467931167,2823
08009,2022,17406.67699654833,7543
08010,2022,22374.3672330609,7828
08011,2022,17893.1442769325,15672
08012,2022,13582.25244049157,2230
08013,2022,20044.11482067547,3708
08014,2022,19530.9889447202,673
08015,2022,19551.28313085033,445
08016,2022,18986.7328570386,1166
08017,2022,26121.96487881893,56914
08018,2022,28727.6476131549,1700
08019,2022,31142.57531102783,300786
08020,2022,16464.09220777913,1787
08021,2022,24224.30020804297,47679
08022,2022,15579.6996314372,958
08023,2022,22314.50647458763,1821
08024,2022,23819.29531991367,1290
08025,2022,20868.80730658597,2549
08026,2022,20458.62838056593,913
08027,2022,8945.656855141033,13503
08028,2022,25388.00549930073,1364
08029,2022,11045.1180776991,12221
08030,2022,10585.99016570487,2222
08031,2022,18410.53428275536,11820
08032,2022,24561.49244150793,34411
08033,2022,14209.87057886283,281
08034,2022,18731.05124364777,1952
08035,2022,21797.98551179397,3232
08036,2022,18761.95573270933,11831
08037,2022,30581.03521455457,449452
08038,2022,14392.07777758737,1686
08039,2022,19235.80762933427,1286
08040,2022,21810.93030747753,8123
08041,2022,11516.43918782033,452
08042,2022,19611.4431239403,469
08043,2022,16348.3966980531,990
08044,2022,18684.7526240427,1373
08045,2022,14722.95660094127,13837
08046,2022,10297.9724218662,1868
08047,2022,11135.45775482163,1344
08048,2022,19538.64989454986,7744
08049,2022,14104.3813857921,840
08050,2022,24064.5875921763,20932
08051,2022,17609.38570806227,2377
08052,2022,23513.9142803545,8218
08053,2022,14313.5885220528,1677
08054,2022,31235.2021491573,2180
08055,2022,16948.4788397727,5320
08056,2022,14257.5534091972,681
08057,2022,15466.23275390333,799
08058,2022,18803.84046764147,929
08059,2022,24089.82056518043,1559
08060,2022,18262.66148644253,3451
08061,2022,24700.7324394484,1222
08062,2022,19936.8945378678,9045
08063,2022,13481.52476846,1862
08064,2022,16591.89550128053,472
08065,2022,12191.7027924053,4789
08066,2022,10961.34337670697,1882
08067,2022,20014.92428432464,1662
09002,2022,26481.47318140423,134168
09003,2022,31767.70483834243,191517
09004,2022,30484.3386334011,60436
09005,2022,25565.25120128383,340155
09006,2022,26983.205043938,117720
09007,2022,24285.30933037397,504365
09008,2022,28841.72201058103,68089
09009,2022,18115.790627496,39100
09010,2022,31604.41105413293,219354
09011,2022,20408.01638346117,106935
09012,2022,30492.1005558555,202318
09013,2022,23305.46176458086,117113
09014,2022,53845.05556758267,176053
09015,2022,34567.33041659666,196466
09016,2022,39982.43875363367,146762
09017,2022,26743.68642454686,135768
10001,2022,15325.4706131788,8728
10002,2022,12131.13118974717,1159
