no,indicador,cve_mun,nom_ent,nom_mun,year,valor
42,Proyecciones de Población CONAPO,00000,NA,NA,2020,127792286
42,Proyecciones de Población CONAPO,01000,NA,NA,2020,1434635
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2010,804008.782
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2011,816821.969
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2012,829289.079
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2013,841408.208
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2014,853206.524
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2015,894812
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2016,910036
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2017,923323
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2018,936373
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2019,949277
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2020,961977
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2021,974529
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2022,986919
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2023,999203
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2024,1011346
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2025,1023372
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2026,1035303
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2027,1047149
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2028,1058899
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2029,1070563
42,Proyecciones de Población CONAPO,01001,Aguascalientes,Aguascalientes,2030,1082166
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2010,45971.635
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2011,46638.116
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2012,47302.791
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2013,47964.589
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2014,48624.04
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2015,48259
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2016,48854
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2017,49352
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2018,49851
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2019,50354
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2020,50864
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2021,51383
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2022,51911
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2023,52454
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2024,53007
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2025,53575
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2026,54158
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2027,54763
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2028,55387
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2029,56031
42,Proyecciones de Población CONAPO,01002,Aguascalientes,Asientos,2030,56698
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2010,54680.409
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2011,55221.652
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2012,55796.92
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2013,56394.984
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2014,57009.632
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2015,58248
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2016,58750
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2017,59182
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2018,59659
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2019,60181
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2020,60760
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2021,61389
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2022,62078
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2023,62831
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2024,63643
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2025,64525
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2026,65476
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2027,66503
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2028,67604
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2029,68792
42,Proyecciones de Población CONAPO,01003,Aguascalientes,Calvillo,2030,70065
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2010,15178.203
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2011,15365.037
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2012,15559.326
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2013,15758.912
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2014,15962.609
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2015,16140
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2016,16322
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2017,16466
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2018,16615
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2019,16766
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2020,16918
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2021,17076
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2022,17242
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2023,17413
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2024,17588
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2025,17774
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2026,17970
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2027,18175
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2028,18390
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2029,18617
42,Proyecciones de Población CONAPO,01004,Aguascalientes,Cosío,2030,18856
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2010,100526.756
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2011,103037.986
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2012,105352.505
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2013,107502.705
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2014,109520.94
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2015,116550
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2016,119786
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2017,122630
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2018,125318
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2019,127835
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2020,130184
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2021,132340
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2022,134297
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2023,136045
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2024,137570
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2025,138855
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2026,139897
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2027,140677
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2028,141173
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2029,141368
42,Proyecciones de Población CONAPO,01005,Aguascalientes,Jesús María,2030,141257
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2010,42271.474
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2011,42655.866
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2012,43098.33
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2013,43582.274
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2014,44096.619
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2015,47056
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2016,47756
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2017,48346
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2018,48919
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2019,49479
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2020,50032
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2021,50574
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2022,51107
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2023,51629
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2024,52145
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2025,52659
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2026,53163
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2027,53665
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2028,54165
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2029,54665
42,Proyecciones de Población CONAPO,01006,Aguascalientes,Pabellón de Arteaga,2030,55158
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2010,49625.485
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2011,50130.686
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2012,50690.646
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2013,51289.866
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2014,51917.719
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2015,54701
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2016,55465
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2017,56105
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2018,56738
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2019,57359
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2020,57981
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2021,58600
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2022,59218
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2023,59829
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2024,60445
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2025,61060
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2026,61676
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2027,62299
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2028,62926
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2029,63559
42,Proyecciones de Población CONAPO,01007,Aguascalientes,Rincón de Romos,2030,64200
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2010,8532.127
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2011,8650.052
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2012,8769.535
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2013,8890.21
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2014,9012.046
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2015,9121
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2016,9243
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2017,9341
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2018,9446
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2019,9551
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2020,9661
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2021,9771
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2022,9886
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2023,9998
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2024,10121
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2025,10240
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2026,10363
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2027,10490
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2028,10619
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2029,10750
42,Proyecciones de Población CONAPO,01008,Aguascalientes,San José de Gracia,2030,10888
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2010,19871.89
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2011,20192.499
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2012,20504.516
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2013,20809.505
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2014,21109.375
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2015,21339
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2016,21650
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2017,21924
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2018,22194
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2019,22468
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2020,22743
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2021,23017
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2022,23300
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2023,23580
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2024,23867
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2025,24150
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2026,24436
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2027,24723
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2028,25015
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2029,25305
42,Proyecciones de Población CONAPO,01009,Aguascalientes,Tepezalá,2030,25598
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2010,19014.411
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2011,19251.205
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2012,19494.548
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2013,19742.234
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2014,19993.021
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2015,20696
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2016,20985
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2017,21228
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2018,21470
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2019,21710
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2020,21947
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2021,22189
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2022,22434
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2023,22677
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2024,22919
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2025,23173
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2026,23427
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2027,23683
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2028,23954
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2029,24227
42,Proyecciones de Población CONAPO,01010,Aguascalientes,El Llano,2030,24507
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2010,36105.832
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2011,37129.188
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2012,38062.595
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2013,38921.651
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2014,39721.65
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2015,44903
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2016,46474
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2017,47885
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2018,49211
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2019,50441
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2020,51568
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2021,52584
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2022,53467
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2023,54216
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2024,54823
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2025,55261
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2026,55536
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2027,55627
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2028,55525
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2029,55218
42,Proyecciones de Población CONAPO,01011,Aguascalientes,San Francisco de los Romo,2030,54690
42,Proyecciones de Población CONAPO,02000,NA,NA,2020,3634868
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2010,477375.204
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2011,486140.3
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2012,494997.263
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2013,503512.153
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2014,511772.224
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2015,494282
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2016,501156
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2017,510093
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2018,518900
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2019,527584
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2020,536143
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2021,544568
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2022,552852
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2023,560983
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2024,568952
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2025,576751
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2026,584380
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2027,591830
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2028,599106
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2029,606204
42,Proyecciones de Población CONAPO,02001,Baja California,Ensenada,2030,613131
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2010,957737.18
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2011,970666.123
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2012,984551.396
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2013,998355.095
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2014,1012098.591
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2015,1002808
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2016,1016212
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2017,1034059
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2018,1051870
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2019,1069676
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2020,1087478
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2021,1105279
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2022,1123056
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2023,1140795
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2024,1158483
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2025,1176106
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2026,1193648
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2027,1211102
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2028,1228458
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2029,1245707
42,Proyecciones de Población CONAPO,02002,Baja California,Mexicali,2030,1262856
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2010,103326.585
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2011,104860.84
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2012,106463.29
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2013,108030.797
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2014,109575.032
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2015,105428
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2016,106808
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2017,108624
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2018,110402
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2019,112147
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2020,113857
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2021,115534
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2022,117180
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2023,118796
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2024,120380
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2025,121935
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2026,123461
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2027,124964
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2028,126433
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2029,127877
42,Proyecciones de Población CONAPO,02003,Baja California,Tecate,2030,129303
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2010,1593765.9
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2011,1618114.949
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2012,1644258.163
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2013,1670364.976
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2014,1696430.011
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2015,1657305
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2016,1679399
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2017,1708186
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2018,1736099
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2019,1763197
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2020,1789531
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2021,1815100
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2022,1839915
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2023,1863973
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2024,1887268
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2025,1909798
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2026,1931568
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2027,1952573
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2028,1972814
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2029,1992312
42,Proyecciones de Población CONAPO,02004,Baja California,Tijuana,2030,2011060
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2010,92638.689
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2011,95616.535
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2012,98352.704
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2013,100816.65
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2014,103068.525
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2015,97971
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2016,99760
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2017,101910
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2018,103971
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2019,105957
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2020,107859
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2021,109679
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2022,111412
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2023,113063
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2024,114622
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2025,116093
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2026,117464
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2027,118746
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2028,119932
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2029,121015
42,Proyecciones de Población CONAPO,02005,Baja California,Playas de Rosarito,2030,121999
42,Proyecciones de Población CONAPO,03000,NA,NA,2020,804708
42,Proyecciones de Población CONAPO,03001,Baja California Sur,Comondú,2010,72228.655
42,Proyecciones de Población CONAPO,03001,Baja California Sur,Comondú,2011,73378.828
