CVEGEO,ingreso_2022,hogares
29001,15404.18537890617,3009
29002,15613.19595275047,4232
29003,15596.58267249157,1907
29004,12606.092391517,4535
29005,16011.21885193326,22595
29006,15027.59284531167,12870
29007,12190.51438845073,4163
29008,12919.93041688977,3875
29009,14001.00187508987,1521
29010,18143.3969675918,18701
29011,13763.15345764203,1242
29012,11063.2601145942,2445
29013,14741.84354599907,23989
29014,12648.8952163606,3861
29015,16335.16025999443,10169
29016,13822.21226932623,1970
29017,13346.1705864709,2519
29018,14702.9558203518,9297
29019,12981.8521002599,5694
29020,12556.27995248063,2385
29021,13539.57856122257,4795
29022,21362.38253252783,1515
29023,12578.17125853917,6418
29024,17853.2596337786,7677
29025,14802.59053539353,18312
29026,14698.1242473731,6542
29027,13790.37368463347,2908
29028,16076.26359128707,5783
29029,16427.61618969863,3254
29030,11789.12720021163,3773
29031,14499.59072498977,9514
29032,16132.62529587557,3362
29033,20003.80085397447,28855
29034,16425.77252619734,11840
29035,11602.28844034333,1464
29036,18890.6459778533,5920
29037,12879.38310515673,2235
29038,13839.7772949076,5078
29039,14139.39995975707,5993
29040,13580.22749694467,2961
29041,15306.63837701567,8349
29042,13050.1437236063,3633
29043,17388.85790335943,12047
29044,14587.50389160077,11364
29045,11863.6767667219,1541
29046,10278.8074189911,1240
29047,10336.588200572,910
29048,15607.65068073747,4614
29049,15749.92647285013,1479
29050,13531.4586484944,2746
29051,8549.2058556252,1038
29052,11732.3797613301,1399
29053,14141.86178336893,1714
29054,15255.64886504313,1332
29055,12129.32646546067,786
29056,13297.47030770277,1888
29057,13029.6841153115,1136
29058,12723.7169129509,2220
29059,11952.13308727,1722
29060,15731.40692083287,1241
30001,12223.36326754267,2630
30002,10412.91174595543,863
30003,15923.41468983193,23823
30004,12915.22940355047,13456
30005,11277.51055288137,1704
30006,12044.20198124593,5990
30007,10636.17883527703,1930
30008,9340.442513812499,2513
30009,14770.4788192864,8829
30010,12198.7414437143,16706
30011,17460.00346035953,18444
30012,12325.56072300817,2732
30013,17466.1361231237,8369
30014,12808.41851129987,13302
30015,12045.44242762893,10876
30016,19960.82630652537,9174
30017,14301.56401529263,1520
30018,8745.254026840466,486
30019,10100.5313027985,1694
30020,9771.5012172894,2954
30021,16150.39927120033,7094
30022,10938.9535046674,5630
30023,9631.8409364112,14103
30024,8745.706939490166,4274
30025,8872.483683001801,6422
30026,16393.5485460932,7607
30027,9281.442819266367,4383
30028,23405.54570110773,47796
30029,8148.967888321767,3095
30030,15856.03137770143,11734
30031,10906.43845125183,5048
30032,11428.8867831937,13745
30033,13039.61451373906,7042
30034,16740.87344246307,7804
30035,10779.4464037946,3355
30036,11770.35096464283,2873
30037,8204.8678978626,1973
30038,16108.29862158297,27362
30039,20681.12787720233,98204
30040,15582.30132055553,16157
30041,10058.83717486587,641
30042,11074.4423761003,1847
30043,9600.8128055913,5362
30044,14711.0718065035,61934
30045,17861.60704585817,18411
30046,11423.52279688567,4457
30047,11126.92862684387,14325
30048,15513.79281036497,40691
30049,13051.90291060573,6556
30050,10218.32330958243,4025
30051,9985.070774686099,6058
30052,15130.6287951848,3393
30053,12245.38069909063,8054
30054,11753.00014983463,3998
30055,10457.47413620613,3821
30056,8844.228317842633,1730
30057,7993.806988282333,3339
30058,11153.26986333473,15201
30059,14050.4757560772,7092
30060,11744.6843602478,4669
30061,15277.82091691147,22433
30062,11853.9417266352,5206
30063,10899.23251630887,4138
30064,9825.151853757267,1112
30065,15343.19983675027,27258
30066,11026.75701352327,7344
30067,8084.210210990434,3638
30068,15398.2530498746,19973
30069,14935.88473974967,7681
30070,10628.21975915117,5308
30071,14212.51425094823,16093
30072,9974.810654514133,6135
30073,10815.2259981879,12651
30074,17553.95944008713,2018
30075,14557.98158886976,5663
30076,7999.476088270833,3712
30077,14762.0710903275,13268
30078,10214.54537003523,3745
30079,9577.366725121234,3071
30080,11939.9930102482,5964
30081,13323.98123782053,7851
30082,16425.90760971673,4782
30083,9112.908654191766,14055
30084,12474.64802743797,1924
30085,13133.2897860076,20866
30086,11947.59354596967,11590
30087,18915.81511847276,151258
30088,9817.4025931984,1632
30089,14633.76784951593,12266
30090,11631.9274988387,3617
30091,12948.0816494644,8206
30092,13175.86327150683,10248
30093,12348.62323193397,4634
30094,12839.41835939533,11743
30095,10805.2514361893,4694
30096,10628.88258171767,425
30097,19075.0649440718,6585
30098,9070.483637549232,855
30099,11160.6704067912,4504
30100,11854.71007321943,7630
30101,12592.9401139298,10299
30102,15014.257911404,32751
30103,8553.199633987533,3136
30104,7442.543943691333,5002
30105,16405.2206727259,33232
30106,9720.697895695466,1203
30107,9410.969259631833,720
30108,20056.71308993883,44981
30109,14384.74561969427,19523
30110,8042.2011852035,3196
30111,15017.22590748663,4959
30112,13215.42132289227,6605
30113,11795.9863741849,1224
30114,13031.18481102487,3377
30115,14488.8598408806,10712
30116,14439.30691864717,5033
30117,11277.42823549147,6710
30118,17917.91652460344,37690
30119,13343.1976792482,1824
30120,11836.56502738877,3039
30121,10886.37451803867,7154
30122,8471.761214173333,5566
30123,13952.13223192253,28374
30124,13865.22793185943,45459
30125,14543.29779838387,9129
30126,14463.81993825136,10626
30127,9735.778246769167,6348
30128,13390.4071835986,19092
30129,11063.791757216,5193
30130,11009.44679820857,11597
30131,19505.1273593365,56959
30132,12765.01046109847,5070
30133,12813.4407007861,16522
30134,14165.84687687767,7536
30135,11531.11187435623,6016
30136,13608.5260395223,2112
30137,8916.842236244634,1638
30138,15206.6560746687,12339
30139,12052.07160863283,2057
30140,9957.004642227967,743
30141,9484.205508638266,44798
30142,10687.12910973703,9517
30143,12167.95856919973,16706
30144,11602.56297487733,8936
30145,12579.20269224207,5008
30146,10894.1904808991,941
30147,8069.105925450501,5595
30148,9625.391574808433,8505
30149,5055.264427115867,9362
30150,11416.51007480037,3524
30151,12155.73501794423,7430
30152,14021.56366249243,3820
30153,10118.12494251673,1831
30154,10628.07907718317,3688
30155,12624.1614213747,27305
30156,9116.3117603343,1472
30157,10977.26314470363,5623
30158,13508.27496709217,7569
30159,8789.156480126167,5693
30160,13685.53479978763,30023
30161,11904.35640956933,10052
30162,9708.314075732766,1704
30163,7853.859116615767,1298
30164,12640.14603538347,4900
30165,9983.9157625639,2373
30166,9952.818112355899,2797
30167,12371.02129872643,4216
30168,10113.7466626549,4104
30169,13696.41612063123,7302
30170,8291.240816794967,2846
30171,10871.7842864392,1449
30172,13060.2113835988,5763
30173,13910.19444990723,15416
30174,11878.06185394053,30807
30175,12071.95921614303,26204
30176,12746.70339120383,1472
30177,10918.7086583858,2821
30178,13058.95222168163,4424
30179,12577.11607720503,1218
30180,8748.7557501062,3040
30181,15602.55791571163,12538
30182,12629.2605775392,4996
30183,13657.42409491217,17505
30184,10064.96061495747,1897
30185,12045.0938953679,1360
30186,13090.6716795258,2091
30187,8648.939145095801,1393
30188,12245.8407796905,4599
30189,15576.382437502,46511
30190,12564.22130894643,824
30191,17653.2102829085,9916
30192,13819.93126029877,6549
30193,18295.59065409917,202082
30194,11055.75598239277,2937
30195,8048.4974768726,1500
30196,16148.2031053065,5533
30197,10850.55959858293,3310
30198,8383.3617391794,1997
30199,9899.243933120333,3166
30200,12055.1079535694,3486
30201,9861.967339191468,12233
30202,7447.410367110333,3954
30203,9418.400572678667,3605
30204,17199.0150118761,13724
30205,15542.53549521313,5589
30206,23677.71087645023,8979
30207,17042.7951650729,14166
30208,15599.74493585667,7826
30209,8326.368900777701,4341
30210,8832.9498019729,7758
30211,15119.198752125,9387
30212,8653.7603042859,3600
31001,14389.3452403178,1822
31002,17171.18234992967,4259
31003,11301.4677261024,3277
31004,19002.29771135603,1751
31005,11750.33728536463,634
31006,12226.57835036717,2687
31007,12836.85729146437,2051
31008,10519.50417997517,1157
31009,13365.43063186493,1315
31010,10072.0144620979,746
31011,12555.51890505077,2369
31012,10924.06576429393,1188
31013,19464.77338977613,4989
31014,11028.6116398295,441
31015,12831.58890285597,1513
31016,10044.9459985529,725
31017,10628.38374909407,1237
31018,13330.4661344854,965
31019,13596.98110773523,8509
31020,16299.4453917957,1312
31021,11927.2175558313,2059
31022,9684.763379687034,1014
31023,15481.44655151573,1456
31024,10719.9620770555,894
31025,10732.67675509453,1472
31026,16860.65939078317,1091
31027,16331.94735879553,2494
31028,14454.6355076599,882
31029,11970.7552776834,1922
31030,10947.71283254667,1079
31031,10624.9401616298,792
31032,7993.812705464067,4237
31033,14767.58904123963,5766
31034,13597.72581491767,1686
31035,12699.69601437257,1834
31036,12270.84214127747,2229
31037,11954.5251783833,1578
31038,15667.32847806627,8941
31039,15990.9671712349,1120
31040,17864.4286925581,7900
31041,17675.4881547277,40023
31042,12249.4770914647,1561
31043,10564.4982838094,845
31044,13511.57054437287,2011
31045,12073.3014439137,788
31046,11222.32026058797,866
31047,11370.376830576,1555
31048,14499.2626017744,6320
31049,9410.731472159267,945
31050,27024.88518660603,303783
31051,18850.48977003753,1004
31052,14018.32765421003,10132
31053,15334.28726472257,3410
31054,14485.6560734179,866
31055,10775.8002684537,1914
31056,13582.4257448154,8570
31057,12277.1707658065,2215
31058,17418.07252910753,6401
31059,21711.6613916753,18503
31060,10377.27574547893,305
31061,19003.186299851,1101
31062,11600.3139097761,1373
31063,12882.0514968352,1442
31064,14810.66134249687,484
31065,15448.85422929627,632
31066,15220.0492488565,1124
31067,12602.57553656867,2698
31068,15278.02554485223,993
31069,11012.0656798662,2398
31070,13592.84307972927,1177
31071,10800.16662547793,579
31072,12574.06317448833,572
31073,8315.8869402107,1277
31074,12316.2497510102,1089
31075,11163.39403294957,1676
31076,15701.9077414751,4720
31077,10674.51282337267,775
31078,12681.45886886007,1082
31079,14288.39979634883,11535
31080,11029.65029292807,2797
31081,10247.65935190513,801
31082,17090.5857286696,1121
31083,21900.5035743759,568
31084,12484.22724531517,1878
31085,11463.83089364067,4260
31086,12642.93814401343,682
31087,14918.63149034577,1485
31088,12470.57144265823,570
31089,18528.66313810063,10075
31090,13853.41212221257,1809
31091,13291.0912808878,3233
31092,8410.865550342967,1937
31093,16299.71415904743,5136
31094,10601.450327815,1421
31095,19829.07544991783,1537
31096,15768.02201559913,21277
31097,11060.3466004634,1094
31098,10574.29450352933,4004
31099,10596.68346109397,1008
31100,15451.65858798997,1139
31101,19487.0861670953,19361
31102,17744.82309633317,22070
31103,11883.20687230893,900
31104,11815.76314614463,4194
31105,14790.1802978466,908
31106,14055.56971618943,683
32001,14140.34168383167,1812
32002,12854.735021089,1345
32003,16304.15750448177,766
32004,12447.19266865997,1273
32005,16744.05188618647,11991
32006,13149.59841409733,2227
32007,19690.91670599927,3245
32008,13736.9346932022,3230
32009,15464.77773493923,2675
32010,17221.5665573592,64037
32011,12641.5977236489,1080
32012,14389.48495595693,2054
32013,16208.6794745919,1813
32014,10347.21258568147,5404
32015,12995.95380694227,531
32016,12262.2449828425,6040
32017,21603.30138896627,60452
32018,14546.27521822413,1357
32019,16540.99337540697,7092
32020,14878.84150731913,17849
32021,9789.093156718933,1080
32022,14538.99746941397,5395
32023,17626.8373294854,3888
32024,16588.1816695949,12996
32025,16612.70198355993,3267
32026,20210.19419018213,4645
32027,17048.78503490417,721
32028,12851.8612420058,735
32029,14630.8745368711,5878
32030,17911.1509842595,791
32031,16957.81535843594,2785
32032,20436.05919616767,3614
32033,11152.4620465508,1458
32034,15905.72831986433,8465
32035,12414.7381726954,4126
32036,16860.83606097123,10889
32037,12832.4930764896,4742
32038,12659.81655852543,19270
32039,13449.58206251813,17710
32040,11309.8870119772,5504
32041,10963.9394157024,733
32042,15272.69001403863,17191
32043,15320.43325108753,404
32044,13851.22414112417,4537
32045,12006.8859508205,2553
32046,17909.90700287753,2066
32047,17893.01424914337,1655
32048,14734.60781543867,7989
32049,14119.2443524871,9089
32050,13051.23999146193,2642
32051,9966.933162328867,9185
32052,14000.60472155233,4936
32053,13338.0787131205,3492
32054,9432.4193731221,4951
32055,14817.5463746078,9045
32056,23114.92787837103,42394
32057,15686.33201887947,4669
32058,13306.7561431187,860
