pc1,pc2,tema,fecha
-0.11854470991086985,0.16969857334057595,otros,2026-08-05
-0.17802488712891276,0.22283704377870267,otros,2026-08-05
0.14842856156906917,0.2971647759505672,otros,2026-08-05
-0.22699719466949225,0.21925933374005047,otros,2026-08-05
-0.23945145862625355,0.24598070520512466,otros,2026-08-05
-0.20621235807794067,0.2907485410770401,otros,2026-08-05
0.11150251326554088,0.2824811349696989,otros,2026-08-05
0.16029314523476204,0.36225508037213877,otros,2026-08-05
-0.11094178243907626,0.20531096283062006,seguridad,2026-08-05
0.05050821709975082,0.18687945201981837,otros,2026-08-05
-0.13895395235403796,0.24158065024479664,otros,2026-08-05
-0.02105756356438206,0.20593941366115515,seguridad,2026-08-05
0.2809775638106398,0.1573016588494736,seguridad,2026-08-05
-0.05178468538185709,0.15367307795763502,otros,2026-08-05
-0.26167033316354454,-0.00547122538171698,otros,2026-08-05
-0.11787529849167508,-0.12649050260174913,otros,2026-08-05
0.05135081623519988,-0.0488775147564181,otros,2026-08-05
-0.23465671760056955,-0.009386615277493791,seguridad,2026-08-05
-0.1951079071822584,-0.06879576563063068,seguridad,2026-08-05
-0.18377546895260635,0.0019275706191521599,seguridad,2026-08-05
-0.14625185316912007,-0.07693258038642986,seguridad,2026-08-05
-0.1604314987336777,0.0279913701176719,seguridad,2026-08-05
-0.18067835167657909,-0.058602118045871475,otros,2026-08-05
-0.2732180571167645,-0.10579668310437877,salud,2026-08-06
0.08459637784305576,-0.06163258990272918,otros,2026-08-06
0.11492517970327726,-0.044778904625294665,seguridad,2026-08-06
0.219168188319837,-0.012484276533936594,seguridad,2026-08-06
-0.13694189719646413,0.005810326023471097,otros,2026-08-06
-0.14734117259249274,-0.10174706767510969,otros,2026-08-06
0.2752522349482474,-0.05139017743568479,otros,2026-08-06
0.24692083083654648,-0.08087644356204414,seguridad,2026-08-06
0.26530274562683565,-0.09468283667811533,otros,2026-08-06
0.2405400260402056,-0.0690871298950096,otros,2026-08-06
0.2831401530642326,-0.08112489629503075,otros,2026-08-06
0.22557995368643075,-0.12179414412910212,otros,2026-08-06
-0.01805234553437062,-0.14843168186933417,comercio,2026-08-06
0.2705742818637196,-0.17891875746180058,comercio,2026-08-06
-0.07099132683767104,-0.18254505195821064,otros,2026-08-06
0.16866030884012587,-0.13499916890263333,otros,2026-08-06
0.34621091527691106,-0.01873755572158991,seguridad,2026-08-06
0.3491042347902775,-0.002822095506052443,seguridad,2026-08-06
0.3399287857666624,0.04775307337790482,otros,2026-08-06
0.32324415965961706,0.016445506109072035,otros,2026-08-06
0.31571586632508636,0.07535012507457381,salud,2026-08-06
0.2981259171298727,0.035279855564393205,otros,2026-08-06
0.23973820836405602,0.0027341627345387,otros,2026-08-06
0.31497928708474315,0.03380088827347752,otros,2026-08-06
0.3041770250063368,-0.051602795842006395,otros,2026-08-06
0.27143802651976034,-0.054835473050621295,otros,2026-08-06
0.2757734195928828,-0.06056606827582191,otros,2026-08-06
-0.07335754114043849,-0.03086149324631479,otros,2026-08-06
0.26865157389112193,-0.03101155881890716,otros,2026-08-06
0.2656162594324089,0.07043472432276754,otros,2026-08-06
0.24148083417791216,0.032020526855001855,otros,2026-08-06
0.2307056974611434,0.008928650048854203,otros,2026-08-06
-0.090841498649741,-0.050656454824154526,comercio,2026-08-06
-0.10579328153037824,-0.11191362010518631,otros,2026-08-06
-0.07559156767654598,-0.14839397504292148,otros,2026-08-06
0.19567070820844884,0.02781542673176856,otros,2026-08-06
0.09247865868674736,0.2421849626578109,otros,2026-08-06
-0.23197483086487777,0.13911435197727387,otros,2026-08-06
-0.1926694018201023,-0.021853632110096718,otros,2026-08-06
0.2245866338362202,0.018864301461726393,otros,2026-08-06
0.20313508405723643,0.046700880349780656,otros,2026-08-06
-0.06750392631968817,-0.13888395141290003,otros,2026-08-06
-0.023985966149223038,-0.003858845526784414,otros,2026-08-06
-0.0855649648980737,0.008107220634233657,otros,2026-08-06
0.30759625774348565,0.08133454844442951,salud,2026-08-06
0.04515290353210424,-0.030611241335123596,salud,2026-08-06
-0.09243933744727074,-0.05945460500024657,otros,2026-08-06
-0.01039256361809597,-0.006484289287865552,otros,2026-08-06
0.11388025267912216,-0.06165403928099213,otros,2026-08-06
0.01617657616858447,-0.09508932551501842,tren,2026-08-06
-0.1784760593192634,-0.04852713848739636,vivienda,2026-08-06
0.2675671812736813,-0.02618379985422287,otros,2026-08-06
-0.09098522710021592,-0.0705549886518397,otros,2026-08-06
0.30079816257567876,0.04002302413570592,otros,2026-08-06
-0.06223693803865637,-0.018362214936272426,otros,2026-08-06
0.2842185933352486,0.05610286352957954,otros,2026-08-06
-0.11590720362958047,0.00606308352725084,otros,2026-08-06
0.04529753434516404,-0.0031494970832859175,otros,2026-08-06
-0.08948332482090839,-0.014774902902837212,otros,2026-08-06
0.1615976851240548,0.15070846264922874,otros,2026-08-06
0.09455466268989016,0.2938454533379401,otros,2026-08-06
-0.1628051052948061,0.20714623170614832,otros,2026-08-06
0.1849976460950106,0.026572309108374444,otros,2026-08-06
0.22413841133932313,0.0671952464985461,otros,2026-08-06
0.2315569484686351,0.35989600149656265,otros,2026-08-06
0.14906561642835267,0.3114850351399691,otros,2026-08-06
-0.16704135183607485,0.07725689297356075,otros,2026-08-06
-0.08570713929020979,-0.0014042474438651675,otros,2026-08-06
0.11757327530464073,0.08207831775708778,otros,2026-08-06
-0.14512891550899884,-0.040381519308793926,otros,2026-08-06
-0.15174102554096724,-0.06203942380682198,otros,2026-08-06
-0.1491590823787038,-0.039116491972029155,otros,2026-08-06
-0.10725692320285554,-0.06819563632478887,otros,2026-08-06
-0.11042116061904757,-0.0036534629841652477,otros,2026-08-06
-0.1683149884266891,-0.09953848335783547,seguridad,2026-08-06
0.019137082870105352,-0.1399778061347737,seguridad,2026-08-06
-0.18785882670689644,-0.05827010222355018,seguridad,2026-08-06
-0.2811454656363948,-0.020679279541290396,otros,2026-08-06
-0.15887756774986814,-0.012637241951716142,otros,2026-08-06
-0.24876742983637362,-0.11952686389233988,otros,2026-08-07
-0.15510002859132557,-0.060489238290088704,salud,2026-08-07
0.06471168334921912,-0.06558355401888749,salud,2026-08-07
0.20623149491219392,-0.058415062935211245,salud,2026-08-07
0.1818450637847088,-0.02664674841467645,otros,2026-08-07
0.12707819672920215,-0.04741170537144175,otros,2026-08-07
-0.14153658777997413,-0.024157915711206606,salud,2026-08-07
0.09366908394857028,-0.04203176990465732,otros,2026-08-07
0.1645412925639979,-0.046363495045423635,comercio,2026-08-07
0.1847051166981156,-0.16711872904829989,otros,2026-08-07
0.1708656633655381,-0.15669848614650286,otros,2026-08-07
-0.06470075484453809,-0.17447803696001493,comercio,2026-08-07
-0.1015647585130558,-0.06555009729104713,otros,2026-08-07
0.2645845730562788,-0.019747347762714144,otros,2026-08-07
0.24775015722288918,0.00895356385247398,otros,2026-08-07
0.19433271928857218,0.03297670336679363,otros,2026-08-07
0.1409095343982163,-0.09119077502466971,otros,2026-08-07
0.1627597905678013,0.023818110465952894,otros,2026-08-07
0.1579680569014671,0.01302663101986698,otros,2026-08-07
0.023591017735064012,-0.03391504647628919,otros,2026-08-07
0.0024745532471859067,-0.017383291686083158,otros,2026-08-07
-0.03082630833409508,-0.03587275082251944,otros,2026-08-07
-0.07389551341366705,-0.019736917982910794,otros,2026-08-07
-0.12342537532836112,0.028282903651077954,otros,2026-08-07
-0.06784478576899972,0.04737906040896971,otros,2026-08-07
0.2179688361524976,0.07008705394171968,otros,2026-08-07
-0.16908070821693985,0.03289172452041729,otros,2026-08-07
-0.16498709636677122,0.004827766639958106,otros,2026-08-07
0.23201631248732085,-0.005282615551893313,otros,2026-08-07
-0.13976934343866132,0.0020844204471279224,otros,2026-08-07
-0.25098934406308676,-0.020528615609444693,otros,2026-08-07
-0.24095945534066085,0.037071154482889175,otros,2026-08-07
-0.3011692988438484,0.07437525142441731,otros,2026-08-07
-0.2677593867640534,0.05700075446297045,otros,2026-08-07
-0.14612750921392764,2.1872768842592092e-4,seguridad,2026-08-07
-0.2726127011625664,0.056097188157648116,seguridad,2026-08-07
-0.26969574616295244,-0.012430875795281295,seguridad,2026-08-07
-0.19920381551691813,-0.030146172377809456,seguridad,2026-08-07
0.18066674226589652,0.014956273912289155,otros,2026-08-07
0.0844708474870163,-0.006251987644726119,otros,2026-08-07
-0.09700062594834526,-0.08441394773386379,otros,2026-08-07
-0.24245962409108768,-0.08565782262055459,otros,2026-08-07
-0.11516268035301923,-0.13052509376472227,otros,2026-08-07
-0.1627948487425398,-0.17072810244185022,otros,2026-08-07
-0.11346321127267758,-0.05101346573452247,seguridad,2026-08-07
0.1219893369461866,-0.16840619126086925,seguridad,2026-08-07
0.04979303737408618,-0.16462180344289254,salud,2026-08-07
-0.13849927714113996,-0.09119115599638634,salud,2026-08-07
-0.23798167157608927,-0.11679215880224474,salud,2026-08-07
-0.11344737326682093,-0.0628372321472216,salud,2026-08-07
0.010436550746917777,-0.05469779077296309,otros,2026-08-07
-0.14294437527979778,-0.11745056421092023,salud,2026-08-07
0.1713237469323866,-0.06470770731842664,comercio,2026-08-07
-0.07707871731396744,-0.08258452105624768,otros,2026-08-07
-0.20794461306492498,0.11422594656563709,otros,2026-08-07
-0.1501607598438246,0.05647260559064329,otros,2026-08-07
0.14016870593929048,0.15183732764129348,otros,2026-08-07
-0.19305752581779612,0.060568175357820185,otros,2026-08-07
-0.23485276231635782,0.010256908692365167,seguridad,2026-08-07
-0.27636658280508375,-0.058271103262504995,otros,2026-08-07
0.1284733451761501,0.06324882183670318,otros,2026-08-07
-0.08107933812166078,-0.11629555584131034,otros,2026-08-07
0.24921556965309755,-0.08821443368247038,otros,2026-08-07
0.26081837197283253,-0.07623446438756148,otros,2026-08-07
-0.01232202646700646,-0.08338531667082952,salud,2026-08-07
-0.17428439183575417,0.015522390943067102,seguridad,2026-08-07
0.16836479354811562,0.12892226796715586,seguridad,2026-08-07
-0.2026802843040582,0.02601884022085839,seguridad,2026-08-07
0.058091721921491916,0.0706623871077608,seguridad,2026-08-07
-0.26855253398775675,0.034259703913744895,seguridad,2026-08-07
-0.18696287909345435,-0.13558563233191637,seguridad,2026-08-07
-0.19250902001696085,-0.13443099671005568,seguridad,2026-08-07
-0.2201019968533328,-0.07793427347160263,seguridad,2026-08-07
0.18083666965040213,-0.05296532335958822,comercio,2026-08-07
0.21954437707559676,-0.005092913698620453,otros,2026-08-07
-0.1839242947949124,-0.04173201225232505,otros,2026-08-07
-0.30668305402857027,0.07292954117734687,otros,2026-08-07
-0.22856187987775792,0.22339423272472692,otros,2026-08-07
-0.13587652591068852,0.048278594783593386,seguridad,2026-08-07
-0.16220358651106787,-0.07052760790914439,seguridad,2026-08-07
0.17011238161531334,-0.05647899220274066,salud,2026-08-07
0.046814453788773754,0.001663856959706548,otros,2026-08-07
-0.20078948979957204,0.09172677072215915,otros,2026-08-10
0.19512319403071954,-0.13758066961334828,otros,2026-08-10
0.23229432956503165,-0.16427061429064263,otros,2026-08-10
0.13725898650504859,-0.17241685332668763,otros,2026-08-10
0.25276964753125397,-0.08695936569453888,otros,2026-08-10
0.30552569843433863,-0.004018636381858757,otros,2026-08-10
-0.023773096268947986,0.09191997820904105,otros,2026-08-10
0.20268436583666283,0.22293121395464358,otros,2026-08-10
0.21647890003190118,0.135209296092658,otros,2026-08-10
0.18589528471983188,0.15313501932063717,otros,2026-08-10
0.31754057873959607,0.2679542711955585,otros,2026-08-10
0.33094608465914405,0.3111351116624569,otros,2026-08-10
0.31750197837369504,0.2967349580560829,otros,2026-08-10
0.31099825293522176,0.23214086663456052,otros,2026-08-10
0.32004626458968044,0.29030681881531456,otros,2026-08-10
0.18523794263843513,0.1833943143772825,otros,2026-08-10
0.27755671301400053,0.23315968270076753,otros,2026-08-10
0.22501837345458736,0.24339362100075834,otros,2026-08-10
0.27047438814669106,0.30612739618178375,otros,2026-08-10
-0.10230730273173125,0.22338372293301564,otros,2026-08-10
-0.06525300575362415,0.24689223944537297,otros,2026-08-10
-0.1472117082676431,0.2164001743419145,otros,2026-08-10
0.28789476333440023,0.402832974084396,otros,2026-08-10
0.03327425367265635,0.300466342706485,otros,2026-08-10
0.10000316952368005,0.2466648926667755,otros,2026-08-10
-0.09799463611144746,0.26787193357868705,otros,2026-08-10
-0.20915882299005217,0.11927819515872565,otros,2026-08-10
-0.2576454274278473,-0.007274908550143592,otros,2026-08-10
0.04460664537332323,-0.0215226927810526,salud,2026-08-10
0.09895895761801328,-0.04925140760346271,salud,2026-08-10
-0.10685881503283465,-0.06796479870063556,otros,2026-08-10
-0.12342728389918813,0.05090202666589563,otros,2026-08-10
-0.16998600155698448,0.07665077556915577,salud,2026-08-10
-0.1323039155505895,0.050074728989029246,otros,2026-08-10
-0.26964168865258376,-0.07393683575120513,otros,2026-08-10
-0.19359070849376087,-0.09896545418079425,otros,2026-08-10
-0.18765835368355477,-0.07020007554480805,seguridad,2026-08-10
0.20594708128686837,-0.06347304017194151,seguridad,2026-08-10
0.15525844502045213,-0.08999990161960278,seguridad,2026-08-10
-0.19350739291948926,-0.1244870547858877,seguridad,2026-08-10
-0.2567036219169395,-0.09421057935568332,seguridad,2026-08-10
-0.268191198108628,0.13964828648785108,seguridad,2026-08-10
-0.19822988173550002,0.08736211659461836,otros,2026-08-10
-0.12448617178620457,-0.11773377919535667,otros,2026-08-10
-0.055848940395590435,-0.12980390276657888,tren,2026-08-10
-0.04695705606656282,0.023154838998051687,tren,2026-08-10
-0.11599053164588582,0.25359043664547765,otros,2026-08-10
0.14084457335276807,0.2506641769601009,otros,2026-08-10
0.17508264214254063,0.28847477225683543,otros,2026-08-10
-0.09764708997902384,0.17752428673245838,otros,2026-08-10
-0.07330109643846736,0.11213669627264543,seguridad,2026-08-10
0.2036371130718311,0.08656427998231038,seguridad,2026-08-10
0.19795890692893311,0.04934382234213745,otros,2026-08-10
0.12528193427239687,0.08846561628667174,otros,2026-08-10
-0.10947853643745868,0.14393286500708352,otros,2026-08-10
-0.2320393203443571,-0.09272529179562623,seguridad,2026-08-10
-0.18254248988943836,-0.1902563414703814,seguridad,2026-08-10
0.06784094344565433,0.08005935229710974,seguridad,2026-08-10
0.23452794662997037,0.32890204932707584,otros,2026-08-10
0.26095632440832356,0.30662364502042144,salud,2026-08-10
-0.05751036282658135,0.25848422781575114,otros,2026-08-10
0.2298482038975718,0.31646505989555157,otros,2026-08-10
0.19235077978724996,0.3096550599137413,otros,2026-08-10
-0.027138505958573658,0.24060238472207116,otros,2026-08-10
0.0743110313891165,0.19360474366853797,otros,2026-08-10
-0.23280065859356175,-0.16377982095171506,seguridad,2026-08-11
0.08400967045083356,-0.15545630670956193,seguridad,2026-08-11
0.24017569169352584,-0.10350311975776173,seguridad,2026-08-11
0.1546643435319958,-0.12351690446236951,seguridad,2026-08-11
0.2757125644265863,-0.23346146794595182,seguridad,2026-08-11
0.3110458007446057,-0.1987166129051068,seguridad,2026-08-11
0.26181769608904415,-0.19171376437239654,seguridad,2026-08-11
0.2889829909471732,-0.1336035864716215,seguridad,2026-08-11
0.3210133558220802,-0.10549508935705783,seguridad,2026-08-11
0.2406546156246517,-0.13627586907610992,seguridad,2026-08-11
0.1628792879801521,-0.08689519563952605,seguridad,2026-08-11
0.2764836863471784,-0.016254120643920844,salud,2026-08-11
0.27007772622830917,-0.13999387505497668,salud,2026-08-11
-0.03679569945506081,-0.07894827077910714,otros,2026-08-11
-0.09170019815011995,-0.08738935967480654,seguridad,2026-08-11
-0.0023297034712088747,-0.1417121224217184,seguridad,2026-08-11
0.16742114433546304,-0.15776992273022689,seguridad,2026-08-11
0.2394346197941229,-0.21043680975463516,seguridad,2026-08-11
0.2470717277616923,-0.17749824833405325,seguridad,2026-08-11
0.22682330834801487,-0.187484290543306,seguridad,2026-08-11
0.2532281948547412,-0.16556098562540691,seguridad,2026-08-11
0.20482778323644482,-0.19283674412122795,seguridad,2026-08-11
0.15044396736268809,-0.1405947150761928,seguridad,2026-08-11
0.043493222270433285,-0.22020286352100052,seguridad,2026-08-11
0.1163059550766754,-0.15648915907732053,seguridad,2026-08-11
0.12847150151022793,-0.16574055486199823,seguridad,2026-08-11
0.23688750373643747,-0.17877541042607095,seguridad,2026-08-11
0.008113910451899088,-0.16342841602441563,seguridad,2026-08-11
